,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
39349763,2,16,22,1834,6,4,9,5
39349784,5,16,11,1834,6,4,3,3
39349805,8,32,27,1834,8,8,5,7
39349826,12,14,18,917,2,4,1,5
39349851,18,7,10,917,2,2,1,3
39349872,21,19,14,917,3,5,2,4
39349892,24,21,20,917,7,5,5,5
39349914,29,14,23,1834,2,4,4,6
39349938,33,5,4,917,5,1,3,1
39349958,37,11,0,2751,3,3,0,0
39349981,41,21,29,1834,7,5,9,7
39350005,44,30,21,2751,11,7,7,5
39350025,47,22,16,1834,9,5,6,4
39350046,51,27,32,1834,5,7,8,8
39350067,56,16,10,2751,6,4,1,3
39350091,61,17,13,3668,8,4,0,4
39350111,64,25,30,1834,8,6,11,7
39350135,70,14,19,917,2,4,3,5
39350157,72,34,25,2751,12,8,8,6
39350181,76,21,16,917,7,5,6,4
39350203,80,5,8,917,5,1,4,2
39350224,84,31,27,917,6,8,5,7
39350244,88,23,12,2751,4,6,5,3
39350266,92,8,21,2751,4,2,7,5
39350287,96,7,15,1834,2,2,4,4
39350308,99,4,8,917,3,1,4,2
39350330,102,5,3,1834,5,1,1,1
39350350,108,20,15,917,5,5,4,4
39350375,113,6,16,3668,0,2,6,4
39350400,117,12,21,1834,5,3,7,5
39350424,123,17,11,2751,8,4,3,3
39350445,126,19,18,917,3,5,1,5
39350465,130,22,26,917,9,5,10,6
39350487,132,15,13,1834,4,4,0,4
39350508,137,14,11,917,2,4,3,3
39350531,142,31,15,3668,6,8,4,4
39350553,144,22,16,1834,9,5,6,4
39350574,147,21,20,917,7,5,5,5
39350598,151,11,0,2751,3,3,0,0
39350621,157,12,15,917,5,3,4,4
39350645,162,15,10,1834,4,4,1,3
39350671,166,29,23,2751,9,7,4,6
39350691,169,19,18,917,3,5,1,5
39350711,173,20,11,1834,5,5,3,3
39350731,175,20,18,1834,5,5,1,5
39350753,179,27,22,2751,5,7,9,5
39350774,182,14,19,917,2,4,3,5
39350796,185,30,34,917,11,7,12,8
39350819,188,23,21,1834,4,6,7,5
39350841,193,24,16,1834,6,6,6,4
39350863,197,29,20,2751,9,7,5,5
39350886,201,33,20,3668,10,8,5,5
39350909,204,4,21,3668,3,1,7,5
39350931,208,4,14,2751,3,1,2,4
39350953,213,15,21,1834,4,4,7,5
39350974,216,3,8,1834,1,1,4,2
39350999,220,13,10,917,0,4,1,3
39351022,222,26,20,2751,10,6,5,5
39351043,226,29,16,2751,9,7,6,4
39351064,229,29,21,1834,9,7,7,5
39351084,231,8,14,1834,4,2,2,4
39351107,234,22,20,1834,9,5,5,5
39351128,239,26,21,1834,10,6,7,5
39351150,245,16,4,2751,6,4,3,1
39351171,249,8,16,1834,4,2,6,4
39351193,252,16,33,3668,6,4,10,8
39351217,256,20,18,1834,5,5,1,5
39351241,261,16,12,917,6,4,5,3
39351263,265,3,21,4585,1,1,7,5
39351286,268,14,18,917,2,4,1,5
39351307,272,6,15,2751,0,2,4,4
39351329,276,8,21,2751,4,2,7,5
39351350,278,27,35,1834,5,7,7,9
39351374,282,20,21,917,5,5,7,5
39351397,287,22,25,917,9,5,8,6
39351418,291,27,14,2751,5,7,2,4
39351439,294,27,16,2751,5,7,6,4
39351459,298,4,21,3668,3,1,7,5
39351481,301,15,20,917,4,4,5,5
39351502,305,17,20,1834,8,4,5,5
39351525,308,7,29,5502,2,2,9,7
39351547,312,16,15,917,6,4,4,4
39351570,318,16,21,917,6,4,7,5
39351594,323,18,3,3668,1,5,1,1
39351614,326,23,22,2751,4,6,9,5
39351635,329,29,21,1834,9,7,7,5
39351656,333,23,31,1834,4,6,6,8
39351678,337,16,20,917,6,4,5,5
39351698,341,20,23,917,5,5,4,6
39351719,346,16,15,917,6,4,4,4
39351744,350,23,21,1834,4,6,7,5
39351766,354,14,7,1834,2,4,2,2
39351787,357,15,27,2751,4,4,5,7
39351809,361,23,22,2751,4,6,9,5
39351830,366,25,21,917,8,6,7,5
39351852,368,16,8,1834,6,4,4,2
39351873,372,8,12,917,4,2,5,3
39351894,375,12,21,1834,5,3,7,5
39351915,380,24,21,917,6,6,7,5
39351935,383,0,15,3668,0,0,4,4
39351959,388,23,20,917,4,6,5,5
39351980,393,16,11,1834,6,4,3,3
39352002,396,11,7,917,3,3,2,2
39352022,400,23,22,2751,4,6,9,5
39352043,403,23,20,917,4,6,5,5
39352065,407,21,20,917,7,5,5,5
39352087,411,25,14,3668,8,6,2,4
39352108,413,12,21,1834,5,3,7,5
39352130,417,19,20,917,3,5,5,5
39352154,421,30,25,1834,11,7,8,6
39352175,424,8,0,2751,4,2,0,0
39352196,427,6,10,917,0,2,1,3
39352218,432,4,16,2751,3,1,6,4
39352240,436,27,11,3668,5,7,3,3
39352260,438,25,20,1834,8,6,5,5
39352281,442,16,8,1834,6,4,4,2
39352302,446,7,10,917,2,2,1,3
39352326,449,33,21,2751,10,8,7,5
39352348,452,16,24,1834,6,4,6,6
39352370,455,0,21,5502,0,0,7,5
39352394,459,7,9,1834,2,2,6,2
39352417,464,8,3,1834,4,2,1,1
39352439,469,22,26,917,9,5,10,6
39352459,472,12,8,917,5,3,4,2
39352479,476,0,20,4585,0,0,5,5
39352503,479,16,21,917,6,4,7,5
39352528,483,25,19,2751,8,6,3,5
39352551,487,6,18,2751,0,2,1,5
39352572,490,0,7,1834,0,0,2,2
39352594,496,27,23,917,5,7,4,6
39352616,500,12,19,1834,5,3,3,5
39352639,504,15,8,1834,4,4,4,2
39352662,508,25,33,1834,8,6,10,8
39352683,511,24,16,1834,6,6,6,4
39352709,514,4,8,917,3,1,4,2
39352730,519,16,12,917,6,4,5,3
39352757,525,3,7,917,1,1,2,2
39352779,528,12,3,2751,5,3,1,1
39352801,531,11,18,1834,3,3,1,5
39352823,536,8,11,917,4,2,3,3
39352845,539,28,27,917,7,7,5,7
39352866,543,25,22,917,8,6,9,5
39352887,546,16,11,1834,6,4,3,3
39352910,551,20,18,1834,5,5,1,5
39352932,555,26,21,1834,10,6,7,5
39352956,559,11,10,917,3,3,1,3
39352976,563,3,8,1834,1,1,4,2
39352996,566,15,21,1834,4,4,7,5
39353017,569,21,16,917,7,5,6,4
39353039,574,29,16,2751,9,7,6,4
39353060,577,11,14,917,3,3,2,4
39353081,582,29,15,3668,9,7,4,4
39353107,584,25,29,917,8,6,9,7
39353130,588,23,19,917,4,6,3,5
39353151,592,20,0,4585,5,5,0,0
39353173,597,20,14,1834,5,5,2,4
39353195,601,33,21,2751,10,8,7,5
39353219,605,12,14,1834,5,3,2,4
39353241,610,33,25,1834,10,8,8,6
39353262,612,20,23,917,5,5,4,6
39353283,616,15,21,1834,4,4,7,5
39353305,619,12,35,5502,5,3,7,9
39353326,623,25,21,917,8,6,7,5
39353346,626,15,17,1834,4,4,8,4
39353366,630,30,21,2751,11,7,7,5
39353387,634,25,32,1834,8,6,8,8
39353407,638,7,16,2751,2,2,6,4
39353428,641,16,21,917,6,4,7,5
39353450,642,26,16,2751,10,6,6,4
39353476,645,16,25,1834,6,4,8,6
39353498,649,26,35,2751,10,6,7,9
39353521,652,16,21,917,6,4,7,5
39353542,656,26,22,917,10,6,9,5
39353562,660,20,23,917,5,5,4,6
39353584,665,14,21,2751,2,4,7,5
39353605,668,12,0,3668,5,3,0,0
39353625,671,23,12,2751,4,6,5,3
39353646,674,15,23,1834,4,4,4,6
39353670,679,15,16,917,4,4,6,4
39353692,683,14,26,4585,2,4,10,6
39353713,688,18,20,1834,1,5,5,5
39353735,692,25,26,917,8,6,10,6
39353757,696,5,26,5502,5,1,10,6
39353779,700,3,15,2751,1,1,4,4
39353801,705,3,7,917,1,1,2,2
39353824,708,3,16,3668,1,1,6,4
39353847,712,33,20,3668,10,8,5,5
39353869,715,10,31,4585,1,3,6,8
39353891,720,36,13,6419,9,9,0,4
39353911,724,11,7,917,3,3,2,2
39353931,728,12,15,917,5,3,4,4
39353953,732,12,20,1834,5,3,5,5
39353975,735,0,18,4585,0,0,1,5
39353995,738,27,25,1834,5,7,8,6
39354015,742,8,16,1834,4,2,6,4
39354036,745,26,20,2751,10,6,5,5
39354057,748,0,3,917,0,0,1,1
39354080,751,7,3,917,2,2,1,1
39354102,755,16,22,1834,6,4,9,5
39354123,757,29,16,2751,9,7,6,4
39354145,762,21,29,1834,7,5,9,7
39354168,766,18,16,2751,1,5,6,4
39354188,772,32,36,917,8,8,9,9
39354211,776,0,4,1834,0,0,3,1
39354233,778,22,21,917,9,5,7,5
39354253,781,16,13,2751,6,4,0,4
39354275,785,31,19,2751,6,8,3,5
39354295,789,0,16,4585,0,0,6,4
39354317,793,35,31,917,7,9,6,8
39354340,796,20,18,1834,5,5,1,5
39354363,800,29,17,2751,9,7,8,4
39354385,805,22,33,2751,9,5,10,8
39354405,811,16,15,917,6,4,4,4
39354425,814,21,25,917,7,5,8,6
39354447,818,7,15,1834,2,2,4,4
39354469,822,20,35,3668,5,5,7,9
39354491,826,15,16,917,4,4,6,4
39354514,829,23,11,2751,4,6,3,3
39354536,833,14,10,917,2,4,1,3
39354559,836,16,20,917,6,4,5,5
39354580,841,7,12,1834,2,2,5,3
39354601,844,15,16,917,4,4,6,4
39354622,848,23,31,1834,4,6,6,8
39354644,851,9,16,1834,6,2,6,4
39354665,854,16,15,917,6,4,4,4
39354686,857,31,15,3668,6,8,4,4
39354707,862,23,21,1834,4,6,7,5
39354729,866,10,11,917,1,3,3,3
39354751,869,20,13,2751,5,5,0,4
39354775,873,12,16,917,5,3,6,4
39354797,877,20,15,917,5,5,4,4
39354818,879,19,16,1834,3,5,6,4
39354840,883,23,16,1834,4,6,6,4
39354860,887,23,15,1834,4,6,4,4
39354881,889,17,16,917,8,4,6,4
39354901,893,26,21,1834,10,6,7,5
39354922,896,29,12,3668,9,7,5,3
39354947,901,7,0,1834,2,2,0,0
39354971,904,20,19,917,5,5,3,5
39354995,909,11,0,2751,3,3,0,0
39355019,913,6,22,5502,0,2,9,5
39355040,918,11,16,1834,3,3,6,4
39355061,921,31,23,1834,6,8,4,6
39355083,924,22,2,5502,9,5,4,0
39355104,928,4,8,917,3,1,4,2
39355126,932,21,4,3668,7,5,3,1
39355147,936,14,26,4585,2,4,10,6
39355169,939,21,23,1834,7,5,4,6
39355190,942,15,11,917,4,4,3,3
39355212,945,14,16,1834,2,4,6,4
39355233,949,11,10,917,3,3,1,3
39355254,954,17,13,3668,8,4,0,4
39355278,959,37,25,2751,11,9,8,6
