,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
62991262,1,27,4,5502,5,7,3,1
62991282,5,26,21,1834,10,6,7,5
62991304,10,15,11,917,4,4,3,3
62991328,15,6,3,917,0,2,1,1
62991350,18,26,25,917,10,6,8,6
62991371,24,8,15,1834,4,2,4,4
62991392,29,27,21,1834,5,7,7,5
62991413,33,19,25,2751,3,5,8,6
62991436,36,6,4,1834,0,2,3,1
62991457,41,12,21,1834,5,3,7,5
62991477,45,12,16,917,5,3,6,4
62991498,49,30,21,2751,11,7,7,5
62991521,53,4,8,917,3,1,4,2
62991544,58,10,28,4585,1,3,7,7
62991568,63,35,20,3668,7,9,5,5
62991589,68,8,3,1834,4,2,1,1
62991611,73,14,13,917,2,4,0,4
62991633,79,23,0,5502,4,6,0,0
62991657,84,7,10,917,2,2,1,3
62991681,91,14,32,4585,2,4,8,8
62991703,95,22,16,1834,9,5,6,4
62991724,99,12,15,917,5,3,4,4
62991745,102,6,8,1834,0,2,4,2
62991766,106,17,12,1834,8,4,5,3
62991788,108,14,6,1834,2,4,0,2
62991809,111,27,22,2751,5,7,9,5
62991829,116,17,20,1834,8,4,5,5
62991851,120,14,20,1834,2,4,5,5
62991872,124,29,21,1834,9,7,7,5
62991892,130,24,28,917,6,6,7,7
62991915,133,9,23,3668,6,2,4,6
62991936,139,21,26,1834,7,5,10,6
62991956,143,22,21,917,9,5,7,5
62991979,146,0,6,1834,0,0,0,2
62992001,152,0,8,2751,0,0,4,2
62992021,155,6,0,1834,0,2,0,0
62992042,160,14,12,1834,2,4,5,3
62992064,164,14,20,1834,2,4,5,5
62992086,167,14,15,917,2,4,4,4
62992112,173,21,14,2751,7,5,2,4
62992135,177,6,10,917,0,2,1,3
62992158,181,19,0,4585,3,5,0,0
62992179,186,12,11,917,5,3,3,3
62992200,189,12,15,917,5,3,4,4
62992221,193,15,20,917,4,4,5,5
62992241,198,25,30,1834,8,6,11,7
62992264,202,20,22,1834,5,5,9,5
62992285,206,27,29,1834,5,7,9,7
62992306,211,30,16,3668,11,7,6,4
62992330,217,8,16,1834,4,2,6,4
62992352,222,8,17,2751,4,2,8,4
62992375,228,23,15,1834,4,6,4,4
62992395,232,14,20,1834,2,4,5,5
62992417,238,16,0,4585,6,4,0,0
62992440,244,23,21,1834,4,6,7,5
62992460,247,3,20,3668,1,1,5,5
62992481,251,31,11,4585,6,8,3,3
62992504,257,19,26,3668,3,5,10,6
62992528,262,11,19,1834,3,3,3,5
62992548,266,34,29,1834,12,8,9,7
62992570,271,23,21,1834,4,6,7,5
62992591,276,28,20,1834,7,7,5,5
62992613,281,15,7,1834,4,4,2,2
62992633,285,14,15,917,2,4,4,4
62992653,291,31,21,2751,6,8,7,5
62992673,295,21,25,917,7,5,8,6
