,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
52883066,1,13,16,2751,0,4,6,4
52883086,5,29,22,1834,9,7,9,5
52883109,11,3,13,2751,1,1,0,4
52883129,16,16,3,3668,6,4,1,1
52883151,20,31,26,2751,6,8,10,6
52883172,25,12,21,1834,5,3,7,5
52883194,29,33,12,4585,10,8,5,3
52883215,33,30,29,917,11,7,9,7
52883236,38,14,4,2751,2,4,3,1
52883260,43,11,8,917,3,3,4,2
52883281,50,18,20,1834,1,5,5,5
52883301,55,30,20,3668,11,7,5,5
52883323,62,29,20,2751,9,7,5,5
52883345,67,19,16,1834,3,5,6,4
52883371,73,20,8,2751,5,5,4,2
52883392,77,11,19,1834,3,3,3,5
52883416,82,1,15,3668,2,0,4,4
52883436,87,16,0,4585,6,4,0,0
52883458,92,7,13,1834,2,2,0,4
52883482,97,29,16,2751,9,7,6,4
52883503,101,28,23,1834,7,7,4,6
52883525,107,0,8,2751,0,0,4,2
52883545,111,21,26,1834,7,5,10,6
52883568,117,23,19,917,4,6,3,5
52883589,121,5,4,917,5,1,3,1
52883612,128,20,15,917,5,5,4,4
52883634,134,15,12,917,4,4,5,3
52883657,140,12,20,1834,5,3,5,5
52883683,145,26,12,3668,10,6,5,3
52883704,150,25,21,917,8,6,7,5
52883726,156,30,3,7336,11,7,1,1
52883746,161,12,4,1834,5,3,3,1
52883768,166,19,15,917,3,5,4,4
52883792,171,26,17,1834,10,6,8,4
52883814,176,8,0,2751,4,2,0,0
52883836,180,20,25,1834,5,5,8,6
52883861,186,14,18,917,2,4,1,5
52883883,192,19,20,917,3,5,5,5
52883903,197,9,17,2751,6,2,8,4
52883924,202,21,25,917,7,5,8,6
52883945,207,29,21,1834,9,7,7,5
52883967,212,16,20,917,6,4,5,5
52883989,217,12,21,1834,5,3,7,5
52884011,222,27,23,917,5,7,4,6
52884036,229,31,33,1834,6,8,10,8
52884059,234,15,20,917,4,4,5,5
52884079,238,29,23,2751,9,7,4,6
52884101,243,21,15,1834,7,5,4,4
52884123,247,26,21,1834,10,6,7,5
52884145,251,20,16,917,5,5,6,4
52884168,258,25,20,1834,8,6,5,5
52884192,263,24,20,917,6,6,5,5
52884214,270,20,15,917,5,5,4,4
52884235,273,7,11,917,2,2,3,3
52884257,279,27,35,1834,5,7,7,9
52884278,284,14,16,1834,2,4,6,4
52884299,289,23,7,3668,4,6,2,2
52884320,293,23,0,5502,4,6,0,0
52884344,298,16,15,917,6,4,4,4
52884364,303,25,20,1834,8,6,5,5
52884386,309,21,11,2751,7,5,3,3
52884406,312,23,22,2751,4,6,9,5
52884430,317,12,16,917,5,3,6,4
52884456,325,20,8,2751,5,5,4,2
52884479,329,30,29,917,11,7,9,7
52884500,334,11,3,1834,3,3,1,1
52884522,338,11,3,1834,3,3,1,1
52884545,345,27,31,917,5,7,6,8
52884567,350,20,7,2751,5,5,2,2
52884587,355,10,16,2751,1,3,6,4
52884609,358,3,16,3668,1,1,6,4
52884629,361,12,26,3668,5,3,10,6
52884649,367,11,16,1834,3,3,6,4
52884672,374,26,12,3668,10,6,5,3
52884693,379,30,33,917,11,7,10,8
52884713,383,12,16,917,5,3,6,4
52884734,388,11,13,1834,3,3,0,4
52884755,391,5,19,3668,5,1,3,5
52884779,396,27,32,1834,5,7,8,8
52884800,400,35,20,3668,7,9,5,5
52884821,404,24,16,1834,6,6,6,4
52884842,410,31,35,917,6,8,7,9
52884865,414,11,13,1834,3,3,0,4
52884886,420,27,20,1834,5,7,5,5
52884908,425,27,16,2751,5,7,6,4
52884929,429,31,16,3668,6,8,6,4
52884950,434,27,20,1834,5,7,5,5
52884972,438,19,11,1834,3,5,3,3
52884992,441,12,13,2751,5,3,0,4
52885012,447,19,11,1834,3,5,3,3
52885035,455,7,19,2751,2,2,3,5
52885057,461,21,18,2751,7,5,1,5
52885078,465,12,16,917,5,3,6,4
52885099,470,30,21,2751,11,7,7,5
52885123,475,18,11,1834,1,5,3,3
52885147,480,35,20,3668,7,9,5,5
52885169,485,29,20,2751,9,7,5,5
52885191,490,12,0,3668,5,3,0,0
52885212,495,0,3,917,0,0,1,1
52885234,502,15,21,1834,4,4,7,5
52885255,507,11,13,1834,3,3,0,4
52885277,514,6,0,1834,0,2,0,0
52885297,519,3,14,2751,1,1,2,4
52885319,524,19,21,1834,3,5,7,5
52885340,529,7,20,2751,2,2,5,5
52885363,532,36,23,3668,9,9,4,6
52885385,536,19,21,1834,3,5,7,5
52885406,539,23,16,1834,4,6,6,4
52885429,544,8,16,1834,4,2,6,4
52885453,548,3,13,2751,1,1,0,4
52885474,553,14,20,1834,2,4,5,5
52885495,559,10,21,3668,1,3,7,5
52885516,563,12,16,917,5,3,6,4
52885536,567,23,21,1834,4,6,7,5
52885557,571,13,3,2751,0,4,1,1
52885578,576,22,16,1834,9,5,6,4
52885598,582,12,8,917,5,3,4,2
52885620,585,8,29,4585,4,2,9,7
52885642,591,10,16,2751,1,3,6,4
52885662,595,15,16,917,4,4,6,4
52885683,599,4,25,4585,3,1,8,6
52885703,605,20,24,917,5,5,6,6
52885726,611,19,21,1834,3,5,7,5
52885749,617,20,16,917,5,5,6,4
52885771,622,18,20,1834,1,5,5,5
52885794,626,3,0,917,1,1,0,0
52885814,630,11,16,1834,3,3,6,4
52885834,634,20,15,917,5,5,4,4
52885855,638,32,20,2751,8,8,5,5
52885875,643,19,15,917,3,5,4,4
52885897,649,14,21,2751,2,4,7,5
52885918,652,12,11,917,5,3,3,3
52885940,656,37,15,5502,11,9,4,4
52885964,661,27,20,1834,5,7,5,5
52885987,667,11,20,1834,3,3,5,5
52886007,671,23,15,1834,4,6,4,4
52886028,676,16,12,917,6,4,5,3
52886050,682,20,26,2751,5,5,10,6
52886071,686,25,23,1834,8,6,4,6
52886096,692,16,15,917,6,4,4,4
52886118,696,16,21,917,6,4,7,5
52886138,700,12,21,1834,5,3,7,5
52886161,703,16,15,917,6,4,4,4
52886182,708,29,21,1834,9,7,7,5
52886204,712,6,16,3668,0,2,6,4
52886226,716,21,15,1834,7,5,4,4
52886247,720,22,16,1834,9,5,6,4
52886272,727,29,21,1834,9,7,7,5
52886292,732,12,16,917,5,3,6,4
52886312,736,16,23,1834,6,4,4,6
52886334,742,27,16,2751,5,7,6,4
52886354,746,26,20,2751,10,6,5,5
52886376,750,17,16,917,8,4,6,4
52886401,756,7,29,5502,2,2,9,7
52886424,762,7,16,2751,2,2,6,4
52886446,765,26,29,917,10,6,9,7
52886467,769,11,12,917,3,3,5,3
52886489,776,20,32,2751,5,5,8,8
52886509,779,10,12,1834,1,3,5,3
52886529,784,14,16,1834,2,4,6,4
52886551,788,15,21,1834,4,4,7,5
52886572,792,26,23,2751,10,6,4,6
52886593,796,5,21,3668,5,1,7,5
52886615,800,26,15,3668,10,6,4,4
52886638,805,26,29,917,10,6,9,7
52886660,810,30,16,3668,11,7,6,4
52886682,814,30,16,3668,11,7,6,4
52886703,819,15,21,1834,4,4,7,5
52886725,823,16,12,917,6,4,5,3
52886746,830,15,20,917,4,4,5,5
52886768,834,26,21,1834,10,6,7,5
52886790,839,27,20,1834,5,7,5,5
52886812,845,16,17,917,6,4,8,4
52886833,849,26,21,1834,10,6,7,5
52886854,853,25,21,917,8,6,7,5
52886876,858,17,26,1834,8,4,10,6
52886898,863,7,13,1834,2,2,0,4
52886919,870,26,17,1834,10,6,8,4
52886942,876,29,21,1834,9,7,7,5
52886962,880,26,16,2751,10,6,6,4
52886983,884,20,26,2751,5,5,10,6
52887005,889,16,21,917,6,4,7,5
52887027,893,19,11,1834,3,5,3,3
52887048,897,30,21,2751,11,7,7,5
52887068,899,27,16,2751,5,7,6,4
52887091,902,36,21,3668,9,9,7,5
52887117,908,22,25,917,9,5,8,6
52887139,912,0,8,2751,0,0,4,2
52887159,915,15,26,3668,4,4,10,6
52887182,921,10,11,917,1,3,3,3
52887203,925,6,11,1834,0,2,3,3
52887225,929,19,17,2751,3,5,8,4
52887247,934,23,14,1834,4,6,2,4
52887271,940,25,7,4585,8,6,2,2
52887294,945,0,16,4585,0,0,6,4
52887315,951,6,11,1834,0,2,3,3
52887335,956,25,26,917,8,6,10,6
52887357,959,26,20,2751,10,6,5,5
52887377,963,29,21,1834,9,7,7,5
52887398,967,12,8,917,5,3,4,2
52887420,972,15,11,917,4,4,3,3
52887440,977,20,15,917,5,5,4,4
52887463,981,27,16,2751,5,7,6,4
52887486,987,26,21,1834,10,6,7,5
52887506,992,20,21,917,5,5,7,5
52887527,996,10,0,2751,1,3,0,0
52887550,1001,13,19,1834,0,4,3,5
52887572,1006,21,20,917,7,5,5,5
52887592,1010,21,16,917,7,5,6,4
52887615,1015,11,20,1834,3,3,5,5
52887637,1021,26,23,2751,10,6,4,6
52887662,1028,27,14,2751,5,7,2,4
52887683,1033,23,27,917,4,6,5,7
52887703,1037,25,26,917,8,6,10,6
52887727,1041,28,20,1834,7,7,5,5
52887749,1047,20,16,917,5,5,6,4
52887771,1052,21,25,917,7,5,8,6
52887792,1055,7,12,1834,2,2,5,3
52887813,1060,4,16,2751,3,1,6,4
52887835,1064,19,21,1834,3,5,7,5
52887859,1071,3,4,917,1,1,3,1
52887884,1077,15,19,917,4,4,3,5
52887904,1081,0,10,2751,0,0,1,3
52887924,1086,17,20,1834,8,4,5,5
52887947,1091,29,19,3668,9,7,3,5
52887970,1096,0,14,3668,0,0,2,4
52887992,1102,15,20,917,4,4,5,5
52888014,1107,14,23,1834,2,4,4,6
52888035,1112,16,22,1834,6,4,9,5
52888057,1117,14,21,2751,2,4,7,5
52888080,1119,1,15,3668,2,0,4,4
52888105,1124,15,10,1834,4,4,1,3
52888125,1127,16,22,1834,6,4,9,5
52888150,1132,22,21,917,9,5,7,5
52888176,1139,25,21,917,8,6,7,5
52888200,1144,15,16,917,4,4,6,4
52888220,1149,12,6,2751,5,3,0,2
52888242,1154,20,19,917,5,5,3,5
52888264,1160,15,20,917,4,4,5,5
52888286,1165,3,4,917,1,1,3,1
52888307,1170,23,21,1834,4,6,7,5
52888328,1174,20,15,917,5,5,4,4
52888350,1181,17,33,3668,8,4,10,8
52888370,1187,22,0,6419,9,5,0,0
52888391,1191,8,22,3668,4,2,9,5
52888413,1195,12,21,1834,5,3,7,5
52888435,1201,33,21,2751,10,8,7,5
52888457,1204,4,8,917,3,1,4,2
52888480,1209,14,20,1834,2,4,5,5
52888501,1212,7,11,917,2,2,3,3
52888523,1215,10,20,2751,1,3,5,5
52888544,1218,23,27,917,4,6,5,7
52888565,1222,26,21,1834,10,6,7,5
52888591,1229,4,20,3668,3,1,5,5
52888612,1234,23,15,1834,4,6,4,4
52888632,1238,25,15,2751,8,6,4,4
52888653,1244,21,25,917,7,5,8,6
52888676,1247,15,22,2751,4,4,9,5
52888696,1250,27,20,1834,5,7,5,5
52888718,1256,19,20,917,3,5,5,5
52888741,1261,12,21,1834,5,3,7,5
52888762,1265,16,20,917,6,4,5,5
52888782,1269,25,12,2751,8,6,5,3
52888802,1274,21,3,4585,7,5,1,1
52888823,1278,14,15,917,2,4,4,4
52888845,1281,16,9,1834,6,4,6,2
52888866,1284,16,12,917,6,4,5,3
52888887,1288,26,20,2751,10,6,5,5
52888912,1294,29,15,3668,9,7,4,4
52888933,1300,19,21,1834,3,5,7,5
52888953,1303,22,12,2751,9,5,5,3
52888973,1308,25,21,917,8,6,7,5
52888994,1314,16,12,917,6,4,5,3
52889016,1320,12,15,917,5,3,4,4
52889037,1325,7,11,917,2,2,3,3
52889057,1330,10,15,1834,1,3,4,4
52889078,1336,16,20,917,6,4,5,5
52889098,1340,12,35,5502,5,3,7,9
52889119,1343,27,31,917,5,7,6,8
52889141,1347,30,21,2751,11,7,7,5
52889161,1352,21,28,1834,7,5,7,7
52889183,1355,18,14,917,1,5,2,4
52889207,1362,29,21,1834,9,7,7,5
52889229,1365,11,20,1834,3,3,5,5
52889250,1369,21,30,2751,7,5,11,7
52889270,1372,21,33,2751,7,5,10,8
52889290,1377,29,25,917,9,7,8,6
52889311,1382,19,16,1834,3,5,6,4
52889332,1386,16,12,917,6,4,5,3
52889353,1391,26,17,1834,10,6,8,4
52889374,1397,14,10,917,2,4,1,3
52889394,1400,37,34,917,11,9,12,8
52889414,1404,10,14,917,1,3,2,4
52889435,1409,26,22,917,10,6,9,5
52889458,1415,11,15,917,3,3,4,4
52889481,1423,7,16,2751,2,2,6,4
52889504,1429,14,18,917,2,4,1,5
52889525,1434,8,15,1834,4,2,4,4
52889546,1437,21,25,917,7,5,8,6
52889567,1443,31,16,3668,6,8,6,4
52889587,1447,13,21,3668,0,4,7,5
52889607,1451,11,12,917,3,3,5,3
52889631,1458,16,21,917,6,4,7,5
52889653,1465,26,1,6419,10,6,2,0
52889675,1469,23,36,3668,4,6,9,9
52889697,1474,19,15,917,3,5,4,4
52889720,1479,31,28,917,6,8,7,7
52889741,1484,19,24,1834,3,5,6,6
52889762,1488,14,21,2751,2,4,7,5
52889783,1494,14,21,2751,2,4,7,5
52889804,1501,10,19,1834,1,3,3,5
52889827,1508,24,29,1834,6,6,9,7
52889848,1513,16,15,917,6,4,4,4
52889869,1518,27,31,917,5,7,6,8
52889891,1522,22,16,1834,9,5,6,4
52889914,1528,12,21,1834,5,3,7,5
52889935,1534,16,11,1834,6,4,3,3
52889957,1539,15,11,917,4,4,3,3
52889980,1545,23,16,1834,4,6,6,4
52890000,1550,13,14,917,0,4,2,4
52890024,1555,29,20,2751,9,7,5,5
52890045,1560,15,14,917,4,4,2,4
52890068,1566,21,20,917,7,5,5,5
52890088,1570,7,20,2751,2,2,5,5
52890108,1575,12,16,917,5,3,6,4
52890130,1580,15,20,917,4,4,5,5
52890153,1584,8,24,3668,4,2,6,6
52890173,1589,35,36,917,7,9,9,9
52890193,1593,30,29,917,11,7,9,7
52890214,1598,19,20,917,3,5,5,5
52890235,1603,29,16,2751,9,7,6,4
52890255,1609,20,19,917,5,5,3,5
52890276,1614,16,20,917,6,4,5,5
52890302,1618,14,21,2751,2,4,7,5
