,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
21138418,4,8,10,1834,4,2,1,3
21138440,8,16,15,917,6,4,4,4
21138461,14,16,15,917,6,4,4,4
21138483,21,31,29,1834,6,8,9,7
21138503,26,25,8,3668,8,6,4,2
21138526,33,9,15,1834,6,2,4,4
21138549,38,6,16,3668,0,2,6,4
21138573,44,31,25,1834,6,8,8,6
21138595,50,12,11,917,5,3,3,3
21138616,53,19,23,917,3,5,4,6
21138639,62,12,16,917,5,3,6,4
21138659,66,28,13,4585,7,7,0,4
21138681,72,29,21,1834,9,7,7,5
21138704,76,31,19,2751,6,8,3,5
21138724,80,29,33,917,9,7,10,8
21138746,85,4,12,1834,3,1,5,3
21138766,89,29,22,1834,9,7,9,5
21138792,94,12,16,917,5,3,6,4
21138813,99,26,16,2751,10,6,6,4
21138833,104,30,15,4585,11,7,4,4
21138855,113,29,31,1834,9,7,6,8
21138875,117,19,26,3668,3,5,10,6
21138895,122,21,4,3668,7,5,3,1
21138916,127,17,16,917,8,4,6,4
21138939,132,27,35,1834,5,7,7,9
21138961,137,30,25,1834,11,7,8,6
21138982,143,16,10,2751,6,4,1,3
21139003,151,20,21,917,5,5,7,5
21139025,157,8,14,1834,4,2,2,4
21139045,161,19,13,1834,3,5,0,4
21139068,167,25,0,6419,8,6,0,0
21139088,173,27,23,917,5,7,4,6
21139108,181,19,18,917,3,5,1,5
21139131,187,26,20,2751,10,6,5,5
21139153,192,16,26,2751,6,4,10,6
21139175,197,23,15,1834,4,6,4,4
21139195,201,9,16,1834,6,2,6,4
21139218,208,29,19,3668,9,7,3,5
21139242,215,9,11,1834,6,2,3,3
21139265,222,29,16,2751,9,7,6,4
21139287,229,25,15,2751,8,6,4,4
21139310,234,6,26,6419,0,2,10,6
21139332,239,3,10,1834,1,1,1,3
21139352,244,8,21,2751,4,2,7,5
21139372,247,37,26,2751,11,9,10,6
21139393,253,3,5,1834,1,1,5,1
21139418,260,26,0,7336,10,6,0,0
21139440,265,30,16,3668,11,7,6,4
21139462,270,20,19,917,5,5,3,5
21139483,275,25,15,2751,8,6,4,4
21139504,281,0,21,5502,0,0,7,5
21139525,285,11,12,917,3,3,5,3
21139545,292,21,16,917,7,5,6,4
21139565,295,30,25,1834,11,7,8,6
21139586,299,0,12,3668,0,0,5,3
21139608,305,30,11,5502,11,7,3,3
21139632,309,22,15,2751,9,5,4,4
21139652,313,26,21,1834,10,6,7,5
21139672,318,26,12,3668,10,6,5,3
21139692,321,16,20,917,6,4,5,5
21139714,326,16,1,3668,6,4,2,0
21139734,332,29,19,3668,9,7,3,5
21139759,339,30,33,917,11,7,10,8
21139779,346,12,16,917,5,3,6,4
21139800,350,11,14,917,3,3,2,4
21139822,353,16,18,2751,6,4,1,5
21139845,358,21,22,917,7,5,9,5
21139866,362,16,4,2751,6,4,3,1
21139889,368,12,20,1834,5,3,5,5
21139909,371,12,10,1834,5,3,1,3
21139931,377,18,19,917,1,5,3,5
21139952,382,29,20,2751,9,7,5,5
21139973,386,27,23,917,5,7,4,6
21139997,391,29,15,3668,9,7,4,4
21140020,397,7,21,3668,2,2,7,5
21140045,402,7,0,1834,2,2,0,0
21140069,407,31,14,3668,6,8,2,4
21140091,412,16,12,917,6,4,5,3
21140113,418,19,23,917,3,5,4,6
21140135,424,3,20,3668,1,1,5,5
21140161,430,29,16,2751,9,7,6,4
21140181,436,27,29,1834,5,7,9,7
21140205,441,30,29,917,11,7,9,7
21140226,445,15,33,4585,4,4,10,8
21140246,451,3,15,2751,1,1,4,4
21140267,458,16,21,917,6,4,7,5
21140289,461,19,11,1834,3,5,3,3
21140312,467,30,15,4585,11,7,4,4
21140335,473,30,27,2751,11,7,5,7
21140357,479,12,14,1834,5,3,2,4
21140378,484,12,20,1834,5,3,5,5
21140398,489,28,21,1834,7,7,7,5
21140420,495,12,13,2751,5,3,0,4
21140444,500,17,16,917,8,4,6,4
21140464,504,9,1,2751,6,2,2,0
21140485,509,16,29,2751,6,4,9,7
21140505,513,12,16,917,5,3,6,4
21140526,517,15,14,917,4,4,2,4
21140548,523,10,8,1834,1,3,4,2
21140569,526,22,21,917,9,5,7,5
21140594,533,7,19,2751,2,2,3,5
21140615,536,9,21,2751,6,2,7,5
21140638,543,30,21,2751,11,7,7,5
21140662,546,0,20,4585,0,0,5,5
21140685,550,17,11,2751,8,4,3,3
21140708,555,29,15,3668,9,7,4,4
21140728,560,30,16,3668,11,7,6,4
