,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
37424045,2,9,0,1377,3,3,0,0
37424179,26,6,10,918,2,2,5,3
37424211,32,8,4,918,1,3,3,1
37424231,35,1,6,918,2,0,2,2
37424260,41,10,8,918,5,3,1,3
37424361,59,3,5,459,1,1,0,2
37424376,61,6,7,459,2,2,4,2
37424435,71,0,9,1377,0,0,3,3
37424482,79,7,8,918,4,2,1,3
37424547,91,3,6,459,1,1,2,2
37424557,93,6,0,918,2,2,0,0
37424650,109,10,4,918,5,3,3,1
37424723,122,4,0,918,3,1,0,0
37424842,147,0,3,459,0,0,1,1
37424962,167,4,8,918,3,1,1,3
37425092,188,2,7,918,4,0,4,2
37425220,209,4,10,918,3,1,5,3
37425277,219,7,4,459,4,2,3,1
37425294,223,4,1,459,3,1,2,0
37425371,236,8,5,459,1,3,0,2
37425458,253,4,5,918,3,1,0,2
37425554,268,4,10,918,3,1,5,3
37425662,287,10,7,459,5,3,4,2
37425681,289,0,7,1377,0,0,4,2
37425930,332,10,5,1377,5,3,0,2
37426089,356,8,3,918,1,3,1,1
37426149,365,6,4,459,2,2,3,1
37426169,367,6,8,459,2,2,1,3
37426355,396,5,4,918,0,2,3,1
37426442,409,10,8,918,5,3,1,3
37426559,431,8,7,918,1,3,4,2
37426727,458,9,5,918,3,3,0,2
37426868,482,8,3,918,1,3,1,1
37426871,483,2,10,1377,4,0,5,3
37427034,510,8,3,918,1,3,1,1
37427141,527,6,8,459,2,2,1,3
37427151,528,3,1,459,1,1,2,0
37427232,540,7,2,918,4,2,4,0
37427301,550,0,7,1377,0,0,4,2
37427405,565,7,4,459,4,2,3,1
37427462,573,9,7,459,3,3,4,2
37427468,574,4,7,459,3,1,4,2
37427513,580,8,5,459,1,3,0,2
37427633,599,4,5,918,3,1,0,2
37427815,633,1,6,918,2,0,2,2
37427843,639,3,7,918,1,1,4,2
37427937,653,0,6,918,0,0,2,2
37427967,660,4,2,459,3,1,4,0
37428039,671,0,2,918,0,0,4,0
37428052,673,4,8,918,3,1,1,3
37428072,676,0,7,1377,0,0,4,2
37428369,722,4,9,918,3,1,3,3
37428422,730,9,7,459,3,3,4,2
37428525,750,1,9,1377,2,0,3,3
37428681,777,2,10,1377,4,0,5,3
37428716,782,9,7,459,3,3,4,2
37428736,785,4,3,459,3,1,1,1
37428775,792,1,3,459,2,0,1,1
37428996,830,5,9,918,0,2,3,3
37429027,836,5,7,918,0,2,4,2
37429134,854,2,10,1377,4,0,5,3
37429177,861,10,4,918,5,3,3,1
37429187,863,9,6,459,3,3,2,2
37429196,864,8,1,1377,1,3,2,0
37429252,873,6,9,459,2,2,3,3
37429284,878,2,7,918,4,0,4,2
37429364,891,0,3,459,0,0,1,1
37429441,903,1,6,918,2,0,2,2
37429495,911,5,10,1377,0,2,5,3
37429553,919,5,1,918,0,2,2,0
37429599,926,6,1,918,2,2,2,0
37429674,940,10,7,459,5,3,4,2
37429722,948,2,9,1377,4,0,3,3
37429782,958,9,4,918,3,3,3,1
37429805,961,7,2,918,4,2,4,0
37429885,973,8,9,459,1,3,3,3
37429893,974,7,2,918,4,2,4,0
37430161,1018,4,0,918,3,1,0,0
37430201,1025,3,7,918,1,1,4,2
37430226,1030,9,0,1377,3,3,0,0
37430235,1032,0,8,1377,0,0,1,3
37430257,1035,7,2,918,4,2,4,0
37430259,1035,10,1,1377,5,3,2,0
37430361,1051,3,8,918,1,1,1,3
37430369,1052,8,6,459,1,3,2,2
37430375,1053,0,10,1836,0,0,5,3
37430390,1055,8,7,918,1,3,4,2
37430399,1056,9,4,918,3,3,3,1
37430474,1068,10,2,1377,5,3,4,0
37430527,1077,5,6,459,0,2,2,2
37430540,1080,8,7,918,1,3,4,2
37430569,1084,6,7,459,2,2,4,2
37430614,1093,4,1,459,3,1,2,0
37430628,1096,3,6,459,1,1,2,2
37430636,1098,2,5,1377,4,0,0,2
37430689,1104,3,7,918,1,1,4,2
37430763,1117,3,9,918,1,1,3,3
37430799,1120,9,7,459,3,3,4,2
37430800,1121,5,4,918,0,2,3,1
37430835,1126,8,9,459,1,3,3,3
37430844,1127,4,7,459,3,1,4,2
37430848,1128,4,1,459,3,1,2,0
37430967,1149,8,7,918,1,3,4,2
37430973,1151,10,0,1836,5,3,0,0
37431004,1155,7,1,918,4,2,2,0
37431044,1162,5,2,1377,0,2,4,0
37431063,1165,7,3,918,4,2,1,1
37431148,1177,5,9,918,0,2,3,3
37431174,1182,0,9,1377,0,0,3,3
37431248,1195,5,10,1377,0,2,5,3
37431306,1203,8,7,918,1,3,4,2
37431383,1216,5,1,918,0,2,2,0
37431385,1216,4,10,918,3,1,5,3
37431401,1219,3,7,918,1,1,4,2
37431429,1223,0,4,918,0,0,3,1
37431461,1228,10,4,918,5,3,3,1
37431489,1232,0,4,918,0,0,3,1
37431505,1235,7,5,918,4,2,0,2
37431570,1246,3,9,918,1,1,3,3
37431587,1249,8,6,459,1,3,2,2
37431604,1252,9,0,1377,3,3,0,0
37431638,1258,5,4,918,0,2,3,1
37431868,1295,1,5,918,2,0,0,2
37431870,1295,2,4,459,4,0,3,1
37431872,1295,7,8,918,4,2,1,3
37432012,1317,3,6,459,1,1,2,2
37432028,1319,8,2,1377,1,3,4,0
37432036,1321,10,3,1377,5,3,1,1
37432133,1341,2,6,918,4,0,2,2
37432172,1347,10,6,918,5,3,2,2
37432260,1363,4,6,459,3,1,2,2
37432282,1368,1,9,1377,2,0,3,3
37432296,1371,5,9,918,0,2,3,3
37432301,1372,5,4,918,0,2,3,1
37432308,1373,0,4,918,0,0,3,1
37432404,1389,3,2,918,1,1,4,0
37432444,1396,9,7,459,3,3,4,2
37432477,1403,8,4,918,1,3,3,1
37432549,1417,5,7,918,0,2,4,2
37432553,1418,7,2,918,4,2,4,0
37432567,1421,0,9,1377,0,0,3,3
37432694,1441,0,4,918,0,0,3,1
37432760,1453,3,9,918,1,1,3,3
37432830,1463,8,10,918,1,3,5,3
37432834,1464,7,8,918,4,2,1,3
37433029,1498,0,2,918,0,0,4,0
37433044,1501,8,0,1377,1,3,0,0
37433124,1515,0,10,1836,0,0,5,3
37433198,1528,7,5,918,4,2,0,2
37433216,1530,8,5,459,1,3,0,2
37433248,1535,2,7,918,4,0,4,2
37433363,1556,6,4,459,2,2,3,1
37433464,1574,3,10,1377,1,1,5,3
37433570,1590,2,7,918,4,0,4,2
37433673,1607,10,1,1377,5,3,2,0
37433710,1612,4,1,459,3,1,2,0
37433777,1624,5,7,918,0,2,4,2
37433872,1641,3,9,918,1,1,3,3
37433956,1656,5,8,459,0,2,1,3
37434003,1663,4,10,918,3,1,5,3
37434086,1677,0,9,1377,0,0,3,3
37434205,1699,5,10,1377,0,2,5,3
37434215,1700,2,0,918,4,0,0,0
37434350,1721,3,1,459,1,1,2,0
37434384,1725,5,4,918,0,2,3,1
37434427,1731,9,10,459,3,3,5,3
37434463,1737,6,10,918,2,2,5,3
37434468,1738,3,5,459,1,1,0,2
37434536,1749,0,4,918,0,0,3,1
37434795,1793,9,5,918,3,3,0,2
37434850,1800,5,9,918,0,2,3,3
37434921,1812,2,5,1377,4,0,0,2
37434959,1819,4,5,918,3,1,0,2
37435017,1829,8,4,918,1,3,3,1
37435043,1833,0,9,1377,0,0,3,3
37435083,1838,0,3,459,0,0,1,1
37435163,1852,0,6,918,0,0,2,2
37435235,1864,8,10,918,1,3,5,3
37435301,1875,7,3,918,4,2,1,1
37435320,1878,5,4,918,0,2,3,1
37435332,1881,9,8,459,3,3,1,3
37435443,1901,0,9,1377,0,0,3,3
37435478,1908,9,4,918,3,3,3,1
37435520,1914,7,2,918,4,2,4,0
37435525,1915,2,9,1377,4,0,3,3
37435571,1924,8,2,1377,1,3,4,0
37435655,1938,7,5,918,4,2,0,2
37435726,1952,8,4,918,1,3,3,1
37435728,1953,2,4,459,4,0,3,1
37435772,1961,7,4,459,4,2,3,1
37435875,1978,2,6,918,4,0,2,2
37435977,1994,1,9,1377,2,0,3,3
37436049,2006,4,5,918,3,1,0,2
37436051,2007,5,3,459,0,2,1,1
37436066,2009,9,7,459,3,3,4,2
37436073,2011,3,10,1377,1,1,5,3
37436141,2026,10,5,1377,5,3,0,2
37436142,2026,2,1,459,4,0,2,0
37436265,2047,3,4,459,1,1,3,1
37436299,2054,10,7,459,5,3,4,2
37436300,2054,0,7,1377,0,0,4,2
37436316,2057,3,7,918,1,1,4,2
37436358,2062,7,10,459,4,2,5,3
37436582,2102,3,8,918,1,1,1,3
37436607,2106,9,2,1377,3,3,4,0
37436743,2133,6,2,918,2,2,4,0
37436761,2136,2,9,1377,4,0,3,3
37436777,2140,8,6,459,1,3,2,2
37436778,2140,3,9,918,1,1,3,3
37436779,2140,8,1,1377,1,3,2,0
37436830,2148,5,2,1377,0,2,4,0
37436889,2159,7,9,459,4,2,3,3
37436939,2169,9,2,1377,3,3,4,0
37437013,2180,10,7,459,5,3,4,2
37437076,2192,7,5,918,4,2,0,2
37437112,2198,0,5,918,0,0,0,2
37437252,2222,9,6,459,3,3,2,2
37437289,2227,8,7,918,1,3,4,2
37437296,2228,2,7,918,4,0,4,2
37437409,2250,3,6,459,1,1,2,2
37437412,2251,3,9,918,1,1,3,3
37437427,2253,3,2,918,1,1,4,0
37437479,2263,7,4,459,4,2,3,1
37437502,2268,9,5,918,3,3,0,2
37437505,2268,9,2,1377,3,3,4,0
37437591,2282,0,8,1377,0,0,1,3
37437624,2290,5,1,918,0,2,2,0
37437736,2310,8,5,459,1,3,0,2
37437763,2317,9,7,459,3,3,4,2
37437781,2320,9,8,459,3,3,1,3
37437797,2322,5,10,1377,0,2,5,3
37437907,2343,8,2,1377,1,3,4,0
37437915,2344,3,9,918,1,1,3,3
37437943,2348,5,8,459,0,2,1,3
37438111,2378,1,7,918,2,0,4,2
37438173,2392,0,5,918,0,0,0,2
37438330,2418,4,2,459,3,1,4,0
37438443,2441,1,4,459,2,0,3,1
37438448,2442,7,1,918,4,2,2,0
37438465,2445,2,1,459,4,0,2,0
37438505,2451,9,2,1377,3,3,4,0
37438566,2461,2,7,918,4,0,4,2
37438580,2463,0,7,1377,0,0,4,2
37438583,2464,3,6,459,1,1,2,2
37438585,2464,0,10,1836,0,0,5,3
37438699,2484,0,10,1836,0,0,5,3
37438709,2486,1,7,918,2,0,4,2
37438748,2492,10,7,459,5,3,4,2
37438932,2525,5,7,918,0,2,4,2
37438942,2528,9,6,459,3,3,2,2
37438945,2528,6,1,918,2,2,2,0
37439177,2565,9,7,459,3,3,4,2
37439189,2566,3,1,459,1,1,2,0
37439240,2576,4,10,918,3,1,5,3
37439258,2579,5,9,918,0,2,3,3
37439350,2597,0,7,1377,0,0,4,2
37439416,2607,5,7,918,0,2,4,2
37439452,2615,5,7,918,0,2,4,2
37439478,2619,2,7,918,4,0,4,2
37439479,2620,0,1,459,0,0,2,0
37439503,2624,3,10,1377,1,1,5,3
37439589,2640,2,7,918,4,0,4,2
37439590,2640,3,6,459,1,1,2,2
37439595,2641,8,2,1377,1,3,4,0
37439648,2651,4,1,459,3,1,2,0
37439752,2671,4,10,918,3,1,5,3
37439852,2686,5,10,1377,0,2,5,3
37439892,2694,1,7,918,2,0,4,2
37439992,2710,8,6,459,1,3,2,2
37440050,2721,0,6,918,0,0,2,2
37440051,2722,2,7,918,4,0,4,2
37440067,2724,6,10,918,2,2,5,3
37440087,2727,6,7,459,2,2,4,2
37440113,2731,10,9,459,5,3,3,3
37440153,2738,4,2,459,3,1,4,0
37440234,2753,9,7,459,3,3,4,2
37440274,2762,0,2,918,0,0,4,0
37440544,2809,2,5,1377,4,0,0,2
37440690,2832,6,2,918,2,2,4,0
37440742,2842,10,7,459,5,3,4,2
37440849,2861,4,1,459,3,1,2,0
37440925,2877,7,2,918,4,2,4,0
37441039,2898,3,1,459,1,1,2,0
37441148,2921,8,7,918,1,3,4,2
37441189,2926,2,5,1377,4,0,0,2
37441334,2951,10,7,459,5,3,4,2
37441366,2957,4,2,459,3,1,4,0
37441375,2959,0,6,918,0,0,2,2
37441382,2959,3,2,918,1,1,4,0
37441416,2967,10,0,1836,5,3,0,0
37441487,2981,3,7,918,1,1,4,2
37441558,2994,8,10,918,1,3,5,3
37441579,2998,0,7,1377,0,0,4,2
37441581,2998,2,10,1377,4,0,5,3
37441686,3015,0,9,1377,0,0,3,3
37441688,3016,3,1,459,1,1,2,0
37441764,3028,5,4,918,0,2,3,1
37441851,3044,5,8,459,0,2,1,3
37441894,3052,0,7,1377,0,0,4,2
37441895,3053,10,4,918,5,3,3,1
37441942,3059,7,3,918,4,2,1,1
37441969,3064,8,4,918,1,3,3,1
37441974,3065,9,4,918,3,3,3,1
37441975,3065,3,6,459,1,1,2,2
37441990,3068,1,9,1377,2,0,3,3
37442052,3080,8,10,918,1,3,5,3
37442064,3082,7,6,459,4,2,2,2
37442080,3086,4,2,459,3,1,4,0
37442115,3091,10,2,1377,5,3,4,0
37442154,3097,2,10,1377,4,0,5,3
37442233,3111,0,4,918,0,0,3,1
37442271,3117,7,2,918,4,2,4,0
37442287,3121,4,6,459,3,1,2,2
37442396,3141,9,7,459,3,3,4,2
37442458,3153,4,9,918,3,1,3,3
37442495,3162,0,6,918,0,0,2,2
37442643,3186,8,7,918,1,3,4,2
37442655,3188,2,7,918,4,0,4,2
37442671,3192,8,7,918,1,3,4,2
37442689,3195,2,9,1377,4,0,3,3
37442710,3199,4,6,459,3,1,2,2
37442737,3206,10,9,459,5,3,3,3
37442754,3209,8,7,918,1,3,4,2
37442760,3210,2,6,918,4,0,2,2
37442773,3213,3,7,918,1,1,4,2
37442783,3215,1,3,459,2,0,1,1
37442917,3239,3,6,459,1,1,2,2
37442932,3242,5,4,918,0,2,3,1
37442939,3244,2,7,918,4,0,4,2
37443006,3256,1,7,918,2,0,4,2
37443030,3260,10,4,918,5,3,3,1
37443036,3261,5,6,459,0,2,2,2
37443075,3268,5,9,918,0,2,3,3
37443094,3272,3,7,918,1,1,4,2
37443130,3278,3,4,459,1,1,3,1
37443171,3287,3,2,918,1,1,4,0
37443178,3288,9,1,1377,3,3,2,0
37443200,3292,7,4,459,4,2,3,1
37443211,3295,5,10,1377,0,2,5,3
37443257,3304,2,10,1377,4,0,5,3
37443537,3359,7,6,459,4,2,2,2
37443567,3364,4,9,918,3,1,3,3
37443615,3372,9,6,459,3,3,2,2
37443746,3396,5,7,918,0,2,4,2
37443803,3407,3,2,918,1,1,4,0
37443905,3428,3,5,459,1,1,0,2
37443916,3430,4,3,459,3,1,1,1
37443926,3432,2,9,1377,4,0,3,3
37443932,3433,0,5,918,0,0,0,2
37443934,3433,8,5,459,1,3,0,2
