,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
37073436,0,7,8,918,4,2,1,3
37073686,41,7,0,1377,4,2,0,0
37073788,61,8,1,1377,1,3,2,0
37073812,65,4,0,918,3,1,0,0
37073817,66,7,6,459,4,2,2,2
37073846,70,7,6,459,4,2,2,2
37074069,110,10,5,1377,5,3,0,2
37074122,119,9,7,459,3,3,4,2
37074140,122,9,2,1377,3,3,4,0
37074359,160,7,8,918,4,2,1,3
37074362,162,7,3,918,4,2,1,1
37074521,186,4,6,459,3,1,2,2
37074556,192,7,5,918,4,2,0,2
37074567,194,9,10,459,3,3,5,3
37074586,198,3,1,459,1,1,2,0
37074642,208,9,10,459,3,3,5,3
37074731,226,7,4,459,4,2,3,1
37074754,229,9,7,459,3,3,4,2
37074792,236,9,4,918,3,3,3,1
37074798,237,6,8,459,2,2,1,3
37074855,248,1,6,918,2,0,2,2
37074888,253,10,4,918,5,3,3,1
37074974,267,3,9,918,1,1,3,3
37075005,272,1,7,918,2,0,4,2
37075184,304,3,5,459,1,1,0,2
37075207,308,9,1,1377,3,3,2,0
37075347,333,7,10,459,4,2,5,3
37075432,351,0,2,918,0,0,4,0
37075463,358,4,9,918,3,1,3,3
37075572,374,3,0,459,1,1,0,0
37075733,401,6,3,459,2,2,1,1
37075915,432,2,7,918,4,0,4,2
37075919,433,8,9,459,1,3,3,3
37075925,434,7,2,918,4,2,4,0
37075928,434,0,2,918,0,0,4,0
37076018,450,9,2,1377,3,3,4,0
37076042,453,1,7,918,2,0,4,2
37076151,470,3,6,459,1,1,2,2
37076268,489,10,7,459,5,3,4,2
37076312,496,8,9,459,1,3,3,3
37076385,510,10,5,1377,5,3,0,2
37076427,516,4,2,459,3,1,4,0
37076428,516,5,10,1377,0,2,5,3
37076765,575,8,3,918,1,3,1,1
37076857,592,5,9,918,0,2,3,3
37076911,600,7,5,918,4,2,0,2
37076982,611,6,9,459,2,2,3,3
37077050,622,10,4,918,5,3,3,1
37077089,629,0,9,1377,0,0,3,3
37077106,631,5,6,459,0,2,2,2
37077110,632,7,1,918,4,2,2,0
37077136,636,2,10,1377,4,0,5,3
37077278,662,2,7,918,4,0,4,2
37077359,677,10,4,918,5,3,3,1
37077438,691,5,9,918,0,2,3,3
37077456,695,7,1,918,4,2,2,0
37077469,697,0,10,1836,0,0,5,3
37077538,710,3,7,918,1,1,4,2
37077748,748,10,7,459,5,3,4,2
37077870,770,9,1,1377,3,3,2,0
37077873,770,0,4,918,0,0,3,1
37077921,778,10,4,918,5,3,3,1
37077948,783,8,5,459,1,3,0,2
37077958,785,8,7,918,1,3,4,2
37077983,791,0,3,459,0,0,1,1
37078008,795,7,0,1377,4,2,0,0
37078077,807,6,2,918,2,2,4,0
37078107,812,8,6,459,1,3,2,2
37078132,816,2,7,918,4,0,4,2
37078150,819,6,10,918,2,2,5,3
37078192,827,2,10,1377,4,0,5,3
37078317,847,0,4,918,0,0,3,1
37078373,860,10,4,918,5,3,3,1
37078580,896,9,8,459,3,3,1,3
37078592,899,0,9,1377,0,0,3,3
37078606,901,9,6,459,3,3,2,2
37078608,902,4,8,918,3,1,1,3
37078622,906,0,8,1377,0,0,1,3
37078693,916,8,4,918,1,3,3,1
37078719,919,7,0,1377,4,2,0,0
37078760,927,10,6,918,5,3,2,2
37078773,930,3,10,1377,1,1,5,3
37078776,931,0,3,459,0,0,1,1
37078879,947,8,4,918,1,3,3,1
37079012,971,0,7,1377,0,0,4,2
37079114,989,1,6,918,2,0,2,2
37079120,990,1,5,918,2,0,0,2
37079285,1015,0,1,459,0,0,2,0
37079492,1047,6,5,459,2,2,0,2
37079500,1048,4,10,918,3,1,5,3
37079520,1051,0,9,1377,0,0,3,3
37079529,1052,0,7,1377,0,0,4,2
37079566,1059,10,9,459,5,3,3,3
37079658,1076,8,9,459,1,3,3,3
37079762,1097,4,6,459,3,1,2,2
37079777,1101,2,6,918,4,0,2,2
37079888,1116,7,3,918,4,2,1,1
37079945,1125,6,4,459,2,2,3,1
37079987,1132,9,7,459,3,3,4,2
37080064,1146,8,3,918,1,3,1,1
37080086,1150,3,9,918,1,1,3,3
37080205,1171,7,1,918,4,2,2,0
37080223,1173,5,1,918,0,2,2,0
37080299,1183,1,7,918,2,0,4,2
37080347,1192,5,1,918,0,2,2,0
37080490,1217,4,2,459,3,1,4,0
37080558,1229,1,6,918,2,0,2,2
37080639,1243,10,1,1377,5,3,2,0
37080673,1249,8,9,459,1,3,3,3
37080707,1256,4,5,918,3,1,0,2
37080735,1261,6,9,459,2,2,3,3
37080819,1273,5,4,918,0,2,3,1
37080844,1278,2,5,1377,4,0,0,2
37080859,1281,8,9,459,1,3,3,3
37080868,1281,9,6,459,3,3,2,2
37080894,1285,4,8,918,3,1,1,3
37080904,1287,3,6,459,1,1,2,2
37080917,1290,8,10,918,1,3,5,3
37081079,1316,1,7,918,2,0,4,2
37081080,1316,0,7,1377,0,0,4,2
37081219,1340,4,2,459,3,1,4,0
37081250,1346,6,9,459,2,2,3,3
37081262,1348,9,6,459,3,3,2,2
37081329,1361,4,9,918,3,1,3,3
37081361,1369,3,2,918,1,1,4,0
37081413,1377,0,1,459,0,0,2,0
37081498,1393,3,7,918,1,1,4,2
37081548,1404,7,2,918,4,2,4,0
37081552,1404,10,5,1377,5,3,0,2
37081648,1421,0,7,1377,0,0,4,2
37081677,1426,5,4,918,0,2,3,1
37081769,1441,5,7,918,0,2,4,2
37081814,1450,7,6,459,4,2,2,2
37081851,1458,7,9,459,4,2,3,3
37081960,1478,9,5,918,3,3,0,2
37081962,1478,3,10,1377,1,1,5,3
37082001,1486,0,9,1377,0,0,3,3
37082013,1488,9,2,1377,3,3,4,0
37082029,1492,10,7,459,5,3,4,2
37082152,1514,4,3,459,3,1,1,1
37082229,1526,8,5,459,1,3,0,2
37082236,1527,4,0,918,3,1,0,0
37082245,1529,4,1,459,3,1,2,0
37082260,1531,8,7,918,1,3,4,2
37082307,1542,9,1,1377,3,3,2,0
37082338,1546,9,6,459,3,3,2,2
37082358,1551,7,5,918,4,2,0,2
37082401,1557,1,2,459,2,0,4,0
37082415,1560,7,10,459,4,2,5,3
37082435,1564,3,6,459,1,1,2,2
37082514,1576,7,1,918,4,2,2,0
37082614,1596,7,3,918,4,2,1,1
37082653,1603,10,8,918,5,3,1,3
37082690,1611,5,4,918,0,2,3,1
37082691,1611,6,10,918,2,2,5,3
37082720,1616,0,2,918,0,0,4,0
37082743,1620,7,8,918,4,2,1,3
37082802,1631,3,9,918,1,1,3,3
37082807,1632,5,10,1377,0,2,5,3
37082832,1638,6,9,459,2,2,3,3
37082936,1656,3,2,918,1,1,4,0
37082954,1660,10,7,459,5,3,4,2
37082963,1661,7,1,918,4,2,2,0
37082985,1665,8,7,918,1,3,4,2
37083021,1670,10,7,459,5,3,4,2
37083038,1672,5,9,918,0,2,3,3
37083092,1681,3,9,918,1,1,3,3
37083127,1688,0,6,918,0,0,2,2
37083217,1701,6,3,459,2,2,1,1
37083246,1705,7,2,918,4,2,4,0
37083410,1735,0,10,1836,0,0,5,3
37083440,1740,4,5,918,3,1,0,2
37083603,1771,2,7,918,4,0,4,2
37083703,1786,10,9,459,5,3,3,3
37083745,1792,10,7,459,5,3,4,2
37083777,1799,4,1,459,3,1,2,0
37083804,1804,9,7,459,3,3,4,2
37083807,1805,10,4,918,5,3,3,1
37083835,1809,4,7,459,3,1,4,2
37083883,1818,3,0,459,1,1,0,0
37083889,1820,2,10,1377,4,0,5,3
37083894,1820,6,8,459,2,2,1,3
37083911,1823,4,6,459,3,1,2,2
37083939,1831,4,6,459,3,1,2,2
37083962,1837,0,6,918,0,0,2,2
37083975,1839,2,4,459,4,0,3,1
37084021,1847,9,8,459,3,3,1,3
37084049,1853,4,9,918,3,1,3,3
37084164,1874,9,6,459,3,3,2,2
37084176,1876,3,6,459,1,1,2,2
37084180,1877,4,5,918,3,1,0,2
37084187,1877,3,7,918,1,1,4,2
37084234,1887,1,9,1377,2,0,3,3
37084276,1895,7,4,459,4,2,3,1
37084317,1902,4,5,918,3,1,0,2
37084354,1907,2,7,918,4,0,4,2
37084375,1911,10,7,459,5,3,4,2
37084477,1931,4,10,918,3,1,5,3
37084519,1938,2,4,459,4,0,3,1
37084556,1945,0,9,1377,0,0,3,3
37084593,1951,6,7,459,2,2,4,2
37084648,1960,4,6,459,3,1,2,2
37084676,1964,3,9,918,1,1,3,3
37084708,1968,0,5,918,0,0,0,2
37084833,1990,5,7,918,0,2,4,2
37084862,1995,8,9,459,1,3,3,3
37084998,2020,2,0,918,4,0,0,0
37085026,2025,7,2,918,4,2,4,0
37085071,2032,9,7,459,3,3,4,2
37085131,2044,7,8,918,4,2,1,3
37085214,2057,9,10,459,3,3,5,3
37085235,2062,3,7,918,1,1,4,2
37085352,2080,10,5,1377,5,3,0,2
37085360,2082,5,4,918,0,2,3,1
37085421,2094,3,2,918,1,1,4,0
37085446,2100,5,8,459,0,2,1,3
37085528,2113,0,2,918,0,0,4,0
37085553,2117,4,1,459,3,1,2,0
37085561,2119,4,5,918,3,1,0,2
37085622,2128,0,10,1836,0,0,5,3
37085623,2128,6,10,918,2,2,5,3
37085664,2135,5,7,918,0,2,4,2
37085673,2136,6,10,918,2,2,5,3
37085674,2137,5,7,918,0,2,4,2
37085709,2143,9,1,1377,3,3,2,0
37085710,2143,2,7,918,4,0,4,2
37085715,2143,5,9,918,0,2,3,3
37085766,2153,3,6,459,1,1,2,2
37085833,2165,9,10,459,3,3,5,3
37085889,2177,10,6,918,5,3,2,2
37085924,2181,10,4,918,5,3,3,1
37085957,2188,0,6,918,0,0,2,2
37085994,2195,7,5,918,4,2,0,2
37086087,2213,0,6,918,0,0,2,2
37086090,2213,4,0,918,3,1,0,0
37086103,2215,1,10,1377,2,0,5,3
37086128,2219,2,10,1377,4,0,5,3
37086190,2228,5,1,918,0,2,2,0
37086239,2236,5,10,1377,0,2,5,3
