,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
65417247,8,5,7,918,0,2,4,2
65417292,17,0,3,459,0,0,1,1
65417316,20,3,1,459,1,1,2,0
65417336,24,9,5,918,3,3,0,2
65417411,36,8,7,918,1,3,4,2
65417438,40,3,4,459,1,1,3,1
65417518,54,8,5,459,1,3,0,2
65417545,59,5,3,459,0,2,1,1
65417565,63,5,7,918,0,2,4,2
65417904,129,0,1,459,0,0,2,0
65417913,130,7,9,459,4,2,3,3
65417945,136,3,2,918,1,1,4,0
65417950,136,8,10,918,1,3,5,3
65418073,161,0,7,1377,0,0,4,2
65418095,166,7,8,918,4,2,1,3
65418192,187,4,2,459,3,1,4,0
65418229,193,7,1,918,4,2,2,0
65418283,203,10,4,918,5,3,3,1
65418407,234,9,5,918,3,3,0,2
65418481,246,3,6,459,1,1,2,2
65418506,250,5,7,918,0,2,4,2
65418572,259,0,4,918,0,0,3,1
65418575,259,4,1,459,3,1,2,0
65418693,283,3,6,459,1,1,2,2
65418855,315,0,1,459,0,0,2,0
65418878,320,1,7,918,2,0,4,2
65419034,352,10,7,459,5,3,4,2
65419118,371,3,7,918,1,1,4,2
65419122,372,3,7,918,1,1,4,2
65419171,380,9,10,459,3,3,5,3
65419187,383,10,1,1377,5,3,2,0
65419236,392,7,1,918,4,2,2,0
65419237,392,7,1,918,4,2,2,0
65419245,394,4,9,918,3,1,3,3
65419259,396,8,4,918,1,3,3,1
65419282,400,8,7,918,1,3,4,2
65419368,414,3,5,459,1,1,0,2
65419440,428,9,0,1377,3,3,0,0
65419484,439,7,4,459,4,2,3,1
65419495,440,7,5,918,4,2,0,2
65419499,441,5,10,1377,0,2,5,3
65419511,443,5,10,1377,0,2,5,3
65419522,445,4,2,459,3,1,4,0
65419581,456,3,10,1377,1,1,5,3
65419591,458,3,9,918,1,1,3,3
65419636,469,5,4,918,0,2,3,1
65419638,470,1,4,459,2,0,3,1
65419675,477,4,9,918,3,1,3,3
65419739,490,3,5,459,1,1,0,2
65419780,497,10,8,918,5,3,1,3
65419930,525,5,10,1377,0,2,5,3
65419931,525,4,0,918,3,1,0,0
65419944,527,0,2,918,0,0,4,0
65419971,532,8,3,918,1,3,1,1
65420009,538,9,0,1377,3,3,0,0
65420018,539,5,9,918,0,2,3,3
65420118,559,3,5,459,1,1,0,2
65420153,565,7,1,918,4,2,2,0
65420287,588,1,6,918,2,0,2,2
65420320,595,10,0,1836,5,3,0,0
65420384,606,6,9,459,2,2,3,3
65420514,632,3,10,1377,1,1,5,3
65420550,638,9,5,918,3,3,0,2
65420632,653,3,10,1377,1,1,5,3
65420741,675,5,6,459,0,2,2,2
65420744,675,2,1,459,4,0,2,0
65420752,677,6,4,459,2,2,3,1
65420839,693,10,4,918,5,3,3,1
65420947,715,5,0,918,0,2,0,0
65420953,716,5,4,918,0,2,3,1
65421018,726,3,7,918,1,1,4,2
65421078,736,5,9,918,0,2,3,3
65421082,737,4,5,918,3,1,0,2
65421096,739,5,8,459,0,2,1,3
65421115,742,3,9,918,1,1,3,3
65421130,745,2,7,918,4,0,4,2
65421155,749,9,7,459,3,3,4,2
65421214,759,0,6,918,0,0,2,2
65421225,761,1,9,1377,2,0,3,3
65421235,763,10,0,1836,5,3,0,0
65421288,772,2,6,918,4,0,2,2
65421290,772,8,10,918,1,3,5,3
65421626,833,7,4,459,4,2,3,1
65421641,836,3,7,918,1,1,4,2
65421651,838,10,7,459,5,3,4,2
65421838,875,6,8,459,2,2,1,3
65421874,883,5,4,918,0,2,3,1
65421878,883,5,9,918,0,2,3,3
65421911,887,5,3,459,0,2,1,1
65422049,914,6,9,459,2,2,3,3
65422113,927,0,6,918,0,0,2,2
65422117,927,2,7,918,4,0,4,2
65422151,934,4,0,918,3,1,0,0
65422254,953,10,4,918,5,3,3,1
65422297,961,0,7,1377,0,0,4,2
65422419,981,10,7,459,5,3,4,2
65422431,983,0,7,1377,0,0,4,2
65422441,986,3,7,918,1,1,4,2
65422531,1005,10,7,459,5,3,4,2
65422613,1021,5,4,918,0,2,3,1
65422652,1028,9,4,918,3,3,3,1
65422690,1036,0,7,1377,0,0,4,2
65422696,1037,7,0,1377,4,2,0,0
65422720,1042,3,9,918,1,1,3,3
65422739,1045,0,9,1377,0,0,3,3
65422781,1052,7,1,918,4,2,2,0
65422826,1060,5,0,918,0,2,0,0
65422850,1064,5,4,918,0,2,3,1
65422867,1067,3,7,918,1,1,4,2
65422888,1070,4,7,459,3,1,4,2
65422944,1081,10,5,1377,5,3,0,2
65423022,1093,4,10,918,3,1,5,3
65423044,1097,5,7,918,0,2,4,2
65423147,1118,2,10,1377,4,0,5,3
65423157,1120,4,0,918,3,1,0,0
65423225,1132,3,8,918,1,1,1,3
65423288,1143,2,4,459,4,0,3,1
65423314,1147,10,1,1377,5,3,2,0
65423317,1148,5,1,918,0,2,2,0
65423349,1153,8,5,459,1,3,0,2
65423363,1155,8,4,918,1,3,3,1
65423389,1160,10,4,918,5,3,3,1
65423460,1174,3,4,459,1,1,3,1
65423463,1175,5,8,459,0,2,1,3
65423490,1180,3,6,459,1,1,2,2
65423556,1193,5,7,918,0,2,4,2
65423576,1197,0,9,1377,0,0,3,3
65423583,1198,2,10,1377,4,0,5,3
65423609,1201,0,3,459,0,0,1,1
65423688,1216,4,1,459,3,1,2,0
65423746,1228,0,9,1377,0,0,3,3
65423748,1229,6,10,918,2,2,5,3
65423762,1231,7,9,459,4,2,3,3
65423766,1232,3,9,918,1,1,3,3
65423845,1245,0,7,1377,0,0,4,2
65423901,1254,9,5,918,3,3,0,2
65423957,1266,2,8,1377,4,0,1,3
65423959,1266,9,4,918,3,3,3,1
65423972,1269,1,10,1377,2,0,5,3
65423994,1273,10,4,918,5,3,3,1
65424024,1279,6,7,459,2,2,4,2
65424056,1284,1,10,1377,2,0,5,3
65424218,1312,1,5,918,2,0,0,2
65424278,1322,2,6,918,4,0,2,2
65424312,1331,9,6,459,3,3,2,2
65424347,1338,10,4,918,5,3,3,1
65424393,1344,7,9,459,4,2,3,3
65424456,1360,3,9,918,1,1,3,3
65424457,1360,9,7,459,3,3,4,2
65424540,1375,4,0,918,3,1,0,0
65424556,1378,6,4,459,2,2,3,1
65424643,1393,9,4,918,3,3,3,1
65424698,1405,0,6,918,0,0,2,2
65424806,1425,4,8,918,3,1,1,3
65424924,1447,3,6,459,1,1,2,2
65425016,1464,3,7,918,1,1,4,2
65425030,1467,7,10,459,4,2,5,3
65425048,1469,9,7,459,3,3,4,2
65425085,1477,1,5,918,2,0,0,2
65425143,1488,9,2,1377,3,3,4,0
65425158,1491,4,9,918,3,1,3,3
65425161,1491,9,7,459,3,3,4,2
65425238,1505,9,2,1377,3,3,4,0
65425284,1513,5,9,918,0,2,3,3
65425318,1519,5,7,918,0,2,4,2
65425332,1522,3,8,918,1,1,1,3
65425384,1532,7,1,918,4,2,2,0
65425453,1543,10,0,1836,5,3,0,0
65425463,1546,1,6,918,2,0,2,2
65425589,1569,6,10,918,2,2,5,3
65425607,1572,2,3,918,4,0,1,1
65425615,1573,6,10,918,2,2,5,3
65425643,1578,8,5,459,1,3,0,2
65425680,1584,1,9,1377,2,0,3,3
65425703,1589,5,9,918,0,2,3,3
65425708,1590,3,7,918,1,1,4,2
65425714,1592,4,2,459,3,1,4,0
65425735,1595,5,9,918,0,2,3,3
65425772,1602,7,4,459,4,2,3,1
65425793,1607,1,9,1377,2,0,3,3
65425826,1614,10,7,459,5,3,4,2
65425836,1616,4,7,459,3,1,4,2
65425850,1619,4,1,459,3,1,2,0
65425870,1624,6,9,459,2,2,3,3
65425880,1625,7,10,459,4,2,5,3
65425902,1628,1,6,918,2,0,2,2
65425961,1642,3,7,918,1,1,4,2
65425999,1649,1,4,459,2,0,3,1
65426098,1668,8,7,918,1,3,4,2
65426156,1678,8,4,918,1,3,3,1
65426299,1709,2,0,918,4,0,0,0
65426323,1713,5,9,918,0,2,3,3
65426342,1716,5,3,459,0,2,1,1
65426379,1723,5,4,918,0,2,3,1
65426393,1726,2,4,459,4,0,3,1
65426504,1749,2,0,918,4,0,0,0
65426590,1767,7,3,918,4,2,1,1
65426597,1769,4,7,459,3,1,4,2
65426599,1769,4,7,459,3,1,4,2
65426613,1772,2,10,1377,4,0,5,3
65426637,1777,4,6,459,3,1,2,2
65426684,1784,10,6,918,5,3,2,2
65426767,1798,10,4,918,5,3,3,1
65426772,1799,5,7,918,0,2,4,2
65426781,1800,5,8,459,0,2,1,3
65426844,1811,7,2,918,4,2,4,0
65426856,1813,0,9,1377,0,0,3,3
65427036,1847,0,7,1377,0,0,4,2
65427074,1854,2,6,918,4,0,2,2
65427075,1854,6,5,459,2,2,0,2
65427102,1860,7,5,918,4,2,0,2
65427251,1889,0,3,459,0,0,1,1
65427270,1892,1,9,1377,2,0,3,3
65427320,1900,3,7,918,1,1,4,2
65427346,1904,8,5,459,1,3,0,2
65427354,1906,5,7,918,0,2,4,2
65427360,1907,0,9,1377,0,0,3,3
65427406,1918,3,7,918,1,1,4,2
65427419,1920,0,7,1377,0,0,4,2
65427488,1933,0,5,918,0,0,0,2
65427493,1934,3,1,459,1,1,2,0
65427602,1956,2,5,1377,4,0,0,2
65427642,1964,5,7,918,0,2,4,2
65427643,1964,9,7,459,3,3,4,2
65427706,1977,2,4,459,4,0,3,1
65428034,2047,10,4,918,5,3,3,1
65428035,2047,5,7,918,0,2,4,2
65428042,2048,3,7,918,1,1,4,2
65428053,2050,9,1,1377,3,3,2,0
65428098,2057,1,4,459,2,0,3,1
65428182,2075,7,5,918,4,2,0,2
65428188,2076,4,9,918,3,1,3,3
65428190,2077,4,10,918,3,1,5,3
65428230,2086,9,5,918,3,3,0,2
65428288,2098,7,4,459,4,2,3,1
65428388,2117,0,6,918,0,0,2,2
65428422,2124,1,6,918,2,0,2,2
65428438,2128,1,5,918,2,0,0,2
65428482,2138,6,10,918,2,2,5,3
65428485,2138,10,5,1377,5,3,0,2
65428494,2140,4,7,459,3,1,4,2
65428556,2152,5,8,459,0,2,1,3
65428616,2162,7,9,459,4,2,3,3
65428627,2164,8,7,918,1,3,4,2
65428701,2178,8,7,918,1,3,4,2
65428751,2189,10,4,918,5,3,3,1
65428772,2194,0,9,1377,0,0,3,3
65428901,2220,8,4,918,1,3,3,1
65429004,2241,0,4,918,0,0,3,1
65429023,2247,10,3,1377,5,3,1,1
65429036,2249,7,5,918,4,2,0,2
65429045,2251,6,9,459,2,2,3,3
65429053,2252,9,2,1377,3,3,4,0
65429102,2262,2,3,918,4,0,1,1
65429145,2269,10,3,1377,5,3,1,1
65429177,2276,3,6,459,1,1,2,2
65429246,2289,10,2,1377,5,3,4,0
65429259,2293,1,4,459,2,0,3,1
65429427,2323,0,4,918,0,0,3,1
65429437,2324,0,4,918,0,0,3,1
65429492,2334,2,9,1377,4,0,3,3
65429513,2339,10,4,918,5,3,3,1
65429600,2357,9,5,918,3,3,0,2
65429619,2360,1,3,459,2,0,1,1
65429628,2362,3,0,459,1,1,0,0
65429703,2376,0,9,1377,0,0,3,3
65429711,2377,4,2,459,3,1,4,0
65429724,2380,5,2,1377,0,2,4,0
65429730,2381,8,10,918,1,3,5,3
65429777,2390,2,7,918,4,0,4,2
65429845,2404,4,2,459,3,1,4,0
65429883,2413,4,7,459,3,1,4,2
65429906,2417,5,9,918,0,2,3,3
65430010,2438,3,9,918,1,1,3,3
65430059,2449,4,2,459,3,1,4,0
65430094,2455,8,1,1377,1,3,2,0
65430114,2459,0,9,1377,0,0,3,3
65430118,2460,9,2,1377,3,3,4,0
65430142,2464,3,9,918,1,1,3,3
65430147,2465,6,10,918,2,2,5,3
65430169,2468,0,7,1377,0,0,4,2
65430184,2471,7,9,459,4,2,3,3
65430242,2481,5,4,918,0,2,3,1
65430288,2492,10,0,1836,5,3,0,0
65430326,2498,5,6,459,0,2,2,2
65430383,2508,0,1,459,0,0,2,0
65430396,2510,2,10,1377,4,0,5,3
65430467,2525,1,9,1377,2,0,3,3
65430484,2528,3,9,918,1,1,3,3
65430539,2539,9,7,459,3,3,4,2
65430608,2553,3,10,1377,1,1,5,3
65430653,2561,8,6,459,1,3,2,2
65430688,2566,7,3,918,4,2,1,1
65430726,2574,0,5,918,0,0,0,2
65430770,2583,8,0,1377,1,3,0,0
65430779,2584,0,4,918,0,0,3,1
65430811,2589,4,3,459,3,1,1,1
65430817,2590,0,6,918,0,0,2,2
65430896,2607,0,7,1377,0,0,4,2
65430936,2616,3,9,918,1,1,3,3
65430947,2620,7,6,459,4,2,2,2
65430969,2624,2,6,918,4,0,2,2
65430984,2627,9,7,459,3,3,4,2
65431026,2636,10,6,918,5,3,2,2
65431032,2636,5,6,459,0,2,2,2
65431042,2638,2,4,459,4,0,3,1
65431073,2644,10,7,459,5,3,4,2
65431125,2653,1,7,918,2,0,4,2
65431257,2676,4,1,459,3,1,2,0
65431267,2678,0,9,1377,0,0,3,3
65431409,2708,0,9,1377,0,0,3,3
65431464,2718,9,10,459,3,3,5,3
65431486,2725,4,9,918,3,1,3,3
65431535,2738,2,4,459,4,0,3,1
65431570,2745,8,7,918,1,3,4,2
65431718,2775,10,3,1377,5,3,1,1
65431725,2776,9,5,918,3,3,0,2
65431741,2779,3,6,459,1,1,2,2
65431767,2783,1,9,1377,2,0,3,3
65431804,2789,3,6,459,1,1,2,2
65431841,2795,4,1,459,3,1,2,0
65431860,2799,0,10,1836,0,0,5,3
65431867,2800,0,4,918,0,0,3,1
65431957,2819,0,4,918,0,0,3,1
65431984,2824,8,4,918,1,3,3,1
65431998,2826,6,8,459,2,2,1,3
65432012,2829,2,4,459,4,0,3,1
65432027,2832,4,9,918,3,1,3,3
65432098,2846,9,4,918,3,3,3,1
65432172,2859,10,6,918,5,3,2,2
65432175,2860,4,2,459,3,1,4,0
65432241,2871,5,9,918,0,2,3,3
65432293,2880,8,7,918,1,3,4,2
65432368,2895,7,10,459,4,2,5,3
65432377,2896,8,10,918,1,3,5,3
65432523,2921,3,9,918,1,1,3,3
65432600,2934,1,9,1377,2,0,3,3
65432635,2941,4,8,918,3,1,1,3
65432643,2943,5,7,918,0,2,4,2
65432644,2943,0,2,918,0,0,4,0
65432646,2944,0,6,918,0,0,2,2
65432683,2952,4,5,918,3,1,0,2
65432722,2960,4,10,918,3,1,5,3
65432790,2974,5,8,459,0,2,1,3
65432814,2979,8,6,459,1,3,2,2
65432900,2998,9,5,918,3,3,0,2
65433049,3027,9,7,459,3,3,4,2
65433050,3027,6,10,918,2,2,5,3
65433129,3043,4,1,459,3,1,2,0
65433159,3047,2,3,918,4,0,1,1
65433160,3047,0,9,1377,0,0,3,3
65433213,3058,8,6,459,1,3,2,2
65433274,3072,5,7,918,0,2,4,2
65433336,3083,0,4,918,0,0,3,1
65433359,3089,10,7,459,5,3,4,2
65433379,3093,3,1,459,1,1,2,0
65433385,3094,5,10,1377,0,2,5,3
65433486,3113,1,9,1377,2,0,3,3
65433605,3138,7,9,459,4,2,3,3
65433677,3152,0,6,918,0,0,2,2
65433700,3156,8,7,918,1,3,4,2
65433709,3158,9,7,459,3,3,4,2
65433754,3166,8,9,459,1,3,3,3
65433859,3187,9,1,1377,3,3,2,0
65433900,3194,9,10,459,3,3,5,3
65433907,3195,9,10,459,3,3,5,3
65433939,3199,3,6,459,1,1,2,2
65434027,3220,4,1,459,3,1,2,0
65434091,3231,0,5,918,0,0,0,2
65434129,3242,10,5,1377,5,3,0,2
65434139,3244,5,1,918,0,2,2,0
65434167,3249,4,0,918,3,1,0,0
65434175,3251,3,0,459,1,1,0,0
65434207,3255,3,6,459,1,1,2,2
65434212,3256,5,4,918,0,2,3,1
65434247,3265,9,7,459,3,3,4,2
65434274,3269,0,9,1377,0,0,3,3
65434303,3275,6,10,918,2,2,5,3
65434347,3282,7,10,459,4,2,5,3
65434357,3284,2,5,1377,4,0,0,2
65434517,3316,7,0,1377,4,2,0,0
65434521,3317,9,7,459,3,3,4,2
65434525,3318,5,7,918,0,2,4,2
65434540,3322,8,10,918,1,3,5,3
65434604,3336,8,7,918,1,3,4,2
65434667,3349,6,1,918,2,2,2,0
65434678,3351,3,6,459,1,1,2,2
65434679,3351,3,2,918,1,1,4,0
65434700,3357,0,9,1377,0,0,3,3
65434708,3358,7,10,459,4,2,5,3
65434733,3363,1,5,918,2,0,0,2
65434755,3367,5,4,918,0,2,3,1
65434761,3369,6,3,459,2,2,1,1
65434883,3391,4,9,918,3,1,3,3
65435065,3431,6,9,459,2,2,3,3
65435066,3432,8,7,918,1,3,4,2
65435203,3461,5,8,459,0,2,1,3
65435303,3482,3,8,918,1,1,1,3
65435409,3503,2,5,1377,4,0,0,2
65435433,3508,5,9,918,0,2,3,3
65435498,3518,3,9,918,1,1,3,3
65435503,3519,5,3,459,0,2,1,1
65435528,3524,8,6,459,1,3,2,2
65435616,3546,5,9,918,0,2,3,3
65435690,3562,0,9,1377,0,0,3,3
65435692,3563,3,6,459,1,1,2,2
65435695,3563,2,10,1377,4,0,5,3
