,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
50460646,44,9,5,918,3,3,0,2
50460746,62,0,10,1836,0,0,5,3
50460795,71,3,7,918,1,1,4,2
50460941,95,5,9,918,0,2,3,3
50460973,102,2,10,1377,4,0,5,3
50461152,136,0,7,1377,0,0,4,2
50461172,139,2,0,918,4,0,0,0
50461319,166,3,6,459,1,1,2,2
50461339,171,10,4,918,5,3,3,1
50461371,176,1,4,459,2,0,3,1
50461450,188,4,7,459,3,1,4,2
50461492,195,2,7,918,4,0,4,2
50461519,199,1,4,459,2,0,3,1
50461529,201,7,2,918,4,2,4,0
50461681,228,10,5,1377,5,3,0,2
50461712,233,3,10,1377,1,1,5,3
50461714,234,6,7,459,2,2,4,2
50461715,234,8,2,1377,1,3,4,0
50461757,240,9,6,459,3,3,2,2
50461827,256,3,6,459,1,1,2,2
50461942,279,3,7,918,1,1,4,2
50461999,291,5,7,918,0,2,4,2
50462027,297,4,1,459,3,1,2,0
50462035,298,1,6,918,2,0,2,2
50462161,320,2,6,918,4,0,2,2
50462199,327,5,7,918,0,2,4,2
50462207,328,5,10,1377,0,2,5,3
50462246,335,1,7,918,2,0,4,2
50462309,345,3,7,918,1,1,4,2
50462601,394,7,8,918,4,2,1,3
50462727,410,3,7,918,1,1,4,2
50462779,418,9,2,1377,3,3,4,0
50462960,447,3,10,1377,1,1,5,3
50462982,452,9,2,1377,3,3,4,0
50463019,461,5,3,459,0,2,1,1
50463075,473,3,7,918,1,1,4,2
50463086,475,3,7,918,1,1,4,2
50463100,478,3,1,459,1,1,2,0
50463184,494,1,8,1377,2,0,1,3
50463240,505,3,6,459,1,1,2,2
50463257,508,8,1,1377,1,3,2,0
50463301,515,3,0,459,1,1,0,0
50463365,525,2,1,459,4,0,2,0
50463446,540,4,7,459,3,1,4,2
50463467,543,4,10,918,3,1,5,3
50463519,552,7,4,459,4,2,3,1
50463576,563,7,2,918,4,2,4,0
50463583,564,4,9,918,3,1,3,3
50463590,566,3,1,459,1,1,2,0
50463613,570,5,7,918,0,2,4,2
50463617,571,9,10,459,3,3,5,3
50463629,572,8,4,918,1,3,3,1
50463660,577,7,10,459,4,2,5,3
50463679,579,7,4,459,4,2,3,1
50463713,585,8,10,918,1,3,5,3
50463782,599,7,2,918,4,2,4,0
50463862,614,0,9,1377,0,0,3,3
