origin_ID,destination_ID,distance,travel_time,route,fare
19,10,1834,10,"[19, 14, 10]",9.17
19,11,1834,10,"[19, 15, 11]",9.17
19,12,1834,10,"[19, 15, 12]",9.17
19,13,1834,10,"[19, 14, 13]",9.17
19,14,917,5,"[19, 14]",4.58
19,15,917,5,"[19, 15]",4.58
19,16,1834,10,"[19, 20, 16]",9.17
19,17,2751,15,"[19, 20, 21, 17]",13.76
19,18,917,5,"[19, 18]",4.58
19,20,917,5,"[19, 20]",4.58
19,21,1834,10,"[19, 20, 21]",9.17
19,22,2751,15,"[19, 20, 21, 22]",13.76
19,23,917,5,"[19, 23]",4.58
19,24,1834,10,"[19, 23, 24]",9.17
19,25,2751,15,"[19, 23, 24, 25]",13.76
19,26,3668,20,"[19, 23, 24, 25, 26]",18.34
19,27,1834,10,"[19, 23, 27]",9.17
19,28,2751,15,"[19, 23, 27, 28]",13.76
19,29,3668,20,"[19, 23, 27, 28, 29]",18.34
19,30,4585,25,"[19, 23, 27, 28, 29, 30]",22.92
19,31,2751,15,"[19, 23, 27, 31]",13.76
19,32,3668,20,"[19, 23, 27, 31, 32]",18.34
19,33,4585,25,"[19, 23, 27, 31, 32, 33]",22.92
19,34,5502,30,"[19, 23, 27, 31, 32, 33, 34]",27.51
19,35,3668,20,"[19, 23, 27, 31, 35]",18.34
19,36,4585,25,"[19, 23, 27, 31, 35, 36]",22.92
19,37,5502,30,"[19, 23, 27, 31, 35, 36, 37]",27.51
20,0,4585,25,"[20, 15, 11, 7, 3, 0]",22.92
20,1,4585,25,"[20, 16, 12, 8, 4, 1]",22.92
20,2,4585,25,"[20, 16, 12, 9, 5, 2]",22.92
20,3,3668,20,"[20, 15, 11, 7, 3]",18.34
20,4,3668,20,"[20, 16, 12, 8, 4]",18.34
20,5,3668,20,"[20, 16, 12, 9, 5]",18.34
20,6,3668,20,"[20, 15, 11, 7, 6]",18.34
20,7,2751,15,"[20, 15, 11, 7]",13.76
20,8,2751,15,"[20, 16, 12, 8]",13.76
20,9,2751,15,"[20, 16, 12, 9]",13.76
20,10,2751,15,"[20, 15, 11, 10]",13.76
20,11,1834,10,"[20, 15, 11]",9.17
20,12,1834,10,"[20, 16, 12]",9.17
20,13,2751,15,"[20, 15, 14, 13]",13.76
20,14,1834,10,"[20, 15, 14]",9.17
20,15,917,5,"[20, 15]",4.58
20,16,917,5,"[20, 16]",4.58
20,17,1834,10,"[20, 21, 17]",9.17
20,18,1834,10,"[20, 19, 18]",9.17
20,19,917,5,"[20, 19]",4.58
20,21,917,5,"[20, 21]",4.58
20,22,1834,10,"[20, 21, 22]",9.17
20,23,917,5,"[20, 23]",4.58
20,24,917,5,"[20, 24]",4.58
20,25,1834,10,"[20, 24, 25]",9.17
20,26,2751,15,"[20, 24, 25, 26]",13.76
20,27,1834,10,"[20, 24, 27]",9.17
20,28,1834,10,"[20, 24, 28]",9.17
20,29,2751,15,"[20, 24, 28, 29]",13.76
20,30,3668,20,"[20, 24, 28, 29, 30]",18.34
20,31,2751,15,"[20, 24, 28, 31]",13.76
20,32,2751,15,"[20, 24, 28, 32]",13.76
20,33,3668,20,"[20, 24, 28, 32, 33]",18.34
20,34,4585,25,"[20, 24, 28, 32, 33, 34]",22.92
20,35,3668,20,"[20, 24, 28, 32, 35]",18.34
20,36,3668,20,"[20, 24, 28, 32, 36]",18.34
20,37,4585,25,"[20, 24, 28, 32, 36, 37]",22.92
21,0,5502,30,"[21, 16, 12, 8, 4, 1, 0]",27.51
21,1,4585,25,"[21, 16, 12, 8, 4, 1]",22.92
21,2,4585,25,"[21, 16, 12, 9, 5, 2]",22.92
21,3,4585,25,"[21, 16, 12, 8, 4, 3]",22.92
21,4,3668,20,"[21, 16, 12, 8, 4]",18.34
21,5,3668,20,"[21, 16, 12, 9, 5]",18.34
21,6,4585,25,"[21, 16, 12, 8, 7, 6]",22.92
21,7,3668,20,"[21, 16, 12, 8, 7]",18.34
21,8,2751,15,"[21, 16, 12, 8]",13.76
21,9,2751,15,"[21, 16, 12, 9]",13.76
21,10,3668,20,"[21, 16, 12, 11, 10]",18.34
21,11,2751,15,"[21, 16, 12, 11]",13.76
21,12,1834,10,"[21, 16, 12]",9.17
21,13,3668,20,"[21, 16, 15, 14, 13]",18.34
21,14,2751,15,"[21, 16, 15, 14]",13.76
21,15,1834,10,"[21, 16, 15]",9.17
21,16,917,5,"[21, 16]",4.58
21,17,917,5,"[21, 17]",4.58
21,18,2751,15,"[21, 20, 19, 18]",13.76
21,19,1834,10,"[21, 20, 19]",9.17
21,20,917,5,"[21, 20]",4.58
21,22,917,5,"[21, 22]",4.58
21,23,1834,10,"[21, 20, 23]",9.17
21,24,917,5,"[21, 24]",4.58
21,25,917,5,"[21, 25]",4.58
21,26,1834,10,"[21, 25, 26]",9.17
21,27,1834,10,"[21, 24, 27]",9.17
21,28,1834,10,"[21, 25, 28]",9.17
21,29,1834,10,"[21, 25, 29]",9.17
21,30,2751,15,"[21, 25, 29, 30]",13.76
21,31,2751,15,"[21, 25, 28, 31]",13.76
21,32,2751,15,"[21, 25, 29, 32]",13.76
21,33,2751,15,"[21, 25, 29, 33]",13.76
21,34,3668,20,"[21, 25, 29, 33, 34]",18.34
21,35,3668,20,"[21, 25, 29, 32, 35]",18.34
21,36,3668,20,"[21, 25, 29, 33, 36]",18.34
21,37,3668,20,"[21, 25, 29, 33, 37]",18.34
22,0,6419,35,"[22, 17, 16, 12, 8, 4, 1, 0]",32.1
22,1,5502,30,"[22, 17, 16, 12, 8, 4, 1]",27.51
22,2,5502,30,"[22, 17, 16, 12, 9, 5, 2]",27.51
22,3,5502,30,"[22, 17, 16, 12, 8, 4, 3]",27.51
22,4,4585,25,"[22, 17, 16, 12, 8, 4]",22.92
22,5,4585,25,"[22, 17, 16, 12, 9, 5]",22.92
22,6,5502,30,"[22, 17, 16, 12, 8, 7, 6]",27.51
22,7,4585,25,"[22, 17, 16, 12, 8, 7]",22.92
22,8,3668,20,"[22, 17, 16, 12, 8]",18.34
22,9,3668,20,"[22, 17, 16, 12, 9]",18.34
22,10,4585,25,"[22, 17, 16, 12, 11, 10]",22.92
22,11,3668,20,"[22, 17, 16, 12, 11]",18.34
22,12,2751,15,"[22, 17, 16, 12]",13.76
22,13,4585,25,"[22, 17, 16, 15, 14, 13]",22.92
22,14,3668,20,"[22, 17, 16, 15, 14]",18.34
22,15,2751,15,"[22, 17, 16, 15]",13.76
22,16,1834,10,"[22, 17, 16]",9.17
22,17,917,5,"[22, 17]",4.58
22,18,3668,20,"[22, 21, 20, 19, 18]",18.34
22,19,2751,15,"[22, 21, 20, 19]",13.76
22,20,1834,10,"[22, 21, 20]",9.17
22,21,917,5,"[22, 21]",4.58
22,23,2751,15,"[22, 21, 20, 23]",13.76
22,24,1834,10,"[22, 21, 24]",9.17
22,25,917,5,"[22, 25]",4.58
22,26,917,5,"[22, 26]",4.58
22,27,2751,15,"[22, 21, 24, 27]",13.76
22,28,1834,10,"[22, 25, 28]",9.17
22,29,1834,10,"[22, 26, 29]",9.17
22,30,1834,10,"[22, 26, 30]",9.17
22,31,2751,15,"[22, 25, 28, 31]",13.76
22,32,2751,15,"[22, 26, 29, 32]",13.76
22,33,2751,15,"[22, 26, 30, 33]",13.76
22,34,2751,15,"[22, 26, 30, 34]",13.76
22,35,3668,20,"[22, 26, 29, 32, 35]",18.34
22,36,3668,20,"[22, 26, 30, 33, 36]",18.34
22,37,3668,20,"[22, 26, 30, 34, 37]",18.34
23,0,5502,30,"[23, 20, 15, 11, 7, 3, 0]",27.51
23,1,5502,30,"[23, 20, 16, 12, 8, 4, 1]",27.51
23,2,5502,30,"[23, 20, 16, 12, 9, 5, 2]",27.51
23,3,4585,25,"[23, 20, 15, 11, 7, 3]",22.92
23,4,4585,25,"[23, 20, 16, 12, 8, 4]",22.92
23,5,4585,25,"[23, 20, 16, 12, 9, 5]",22.92
23,6,3668,20,"[23, 19, 14, 10, 6]",18.34
23,7,3668,20,"[23, 20, 15, 11, 7]",18.34
23,8,3668,20,"[23, 20, 16, 12, 8]",18.34
23,9,3668,20,"[23, 20, 16, 12, 9]",18.34
23,10,2751,15,"[23, 19, 14, 10]",13.76
23,11,2751,15,"[23, 20, 15, 11]",13.76
23,12,2751,15,"[23, 20, 16, 12]",13.76
23,13,2751,15,"[23, 19, 14, 13]",13.76
23,14,1834,10,"[23, 19, 14]",9.17
23,15,1834,10,"[23, 20, 15]",9.17
23,16,1834,10,"[23, 20, 16]",9.17
23,17,2751,15,"[23, 24, 21, 17]",13.76
23,18,1834,10,"[23, 19, 18]",9.17
23,19,917,5,"[23, 19]",4.58
23,20,917,5,"[23, 20]",4.58
23,21,1834,10,"[23, 24, 21]",9.17
23,22,2751,15,"[23, 24, 25, 22]",13.76
23,24,917,5,"[23, 24]",4.58
23,25,1834,10,"[23, 24, 25]",9.17
23,26,2751,15,"[23, 24, 25, 26]",13.76
23,27,917,5,"[23, 27]",4.58
23,28,1834,10,"[23, 27, 28]",9.17
23,29,2751,15,"[23, 27, 28, 29]",13.76
23,30,3668,20,"[23, 27, 28, 29, 30]",18.34
23,31,1834,10,"[23, 27, 31]",9.17
23,32,2751,15,"[23, 27, 31, 32]",13.76
23,33,3668,20,"[23, 27, 31, 32, 33]",18.34
23,34,4585,25,"[23, 27, 31, 32, 33, 34]",22.92
23,35,2751,15,"[23, 27, 31, 35]",13.76
23,36,3668,20,"[23, 27, 31, 35, 36]",18.34
23,37,4585,25,"[23, 27, 31, 35, 36, 37]",22.92
24,0,5502,30,"[24, 20, 15, 11, 7, 3, 0]",27.51
24,1,5502,30,"[24, 21, 16, 12, 8, 4, 1]",27.51
24,2,5502,30,"[24, 21, 16, 12, 9, 5, 2]",27.51
24,3,4585,25,"[24, 20, 15, 11, 7, 3]",22.92
24,4,4585,25,"[24, 21, 16, 12, 8, 4]",22.92
24,5,4585,25,"[24, 21, 16, 12, 9, 5]",22.92
24,6,4585,25,"[24, 20, 15, 11, 7, 6]",22.92
24,7,3668,20,"[24, 20, 15, 11, 7]",18.34
24,8,3668,20,"[24, 21, 16, 12, 8]",18.34
24,9,3668,20,"[24, 21, 16, 12, 9]",18.34
24,10,3668,20,"[24, 20, 15, 11, 10]",18.34
24,11,2751,15,"[24, 20, 15, 11]",13.76
24,12,2751,15,"[24, 21, 16, 12]",13.76
24,13,3668,20,"[24, 20, 15, 14, 13]",18.34
24,14,2751,15,"[24, 20, 15, 14]",13.76
24,15,1834,10,"[24, 20, 15]",9.17
24,16,1834,10,"[24, 21, 16]",9.17
24,17,1834,10,"[24, 21, 17]",9.17
24,18,2751,15,"[24, 20, 19, 18]",13.76
24,19,1834,10,"[24, 20, 19]",9.17
24,20,917,5,"[24, 20]",4.58
24,21,917,5,"[24, 21]",4.58
24,22,1834,10,"[24, 25, 22]",9.17
24,23,917,5,"[24, 23]",4.58
24,25,917,5,"[24, 25]",4.58
24,26,1834,10,"[24, 25, 26]",9.17
24,27,917,5,"[24, 27]",4.58
24,28,917,5,"[24, 28]",4.58
24,29,1834,10,"[24, 28, 29]",9.17
24,30,2751,15,"[24, 28, 29, 30]",13.76
24,31,1834,10,"[24, 28, 31]",9.17
24,32,1834,10,"[24, 28, 32]",9.17
24,33,2751,15,"[24, 28, 32, 33]",13.76
24,34,3668,20,"[24, 28, 32, 33, 34]",18.34
24,35,2751,15,"[24, 28, 32, 35]",13.76
24,36,2751,15,"[24, 28, 32, 36]",13.76
24,37,3668,20,"[24, 28, 32, 36, 37]",18.34
25,0,6419,35,"[25, 21, 16, 12, 8, 4, 1, 0]",32.1
25,1,5502,30,"[25, 21, 16, 12, 8, 4, 1]",27.51
25,2,5502,30,"[25, 21, 16, 12, 9, 5, 2]",27.51
25,3,5502,30,"[25, 21, 16, 12, 8, 4, 3]",27.51
25,4,4585,25,"[25, 21, 16, 12, 8, 4]",22.92
25,5,4585,25,"[25, 21, 16, 12, 9, 5]",22.92
25,6,5502,30,"[25, 21, 16, 12, 8, 7, 6]",27.51
25,7,4585,25,"[25, 21, 16, 12, 8, 7]",22.92
25,8,3668,20,"[25, 21, 16, 12, 8]",18.34
25,9,3668,20,"[25, 21, 16, 12, 9]",18.34
25,10,4585,25,"[25, 21, 16, 12, 11, 10]",22.92
25,11,3668,20,"[25, 21, 16, 12, 11]",18.34
25,12,2751,15,"[25, 21, 16, 12]",13.76
25,13,4585,25,"[25, 21, 16, 15, 14, 13]",22.92
25,14,3668,20,"[25, 21, 16, 15, 14]",18.34
25,15,2751,15,"[25, 21, 16, 15]",13.76
25,16,1834,10,"[25, 21, 16]",9.17
25,17,1834,10,"[25, 22, 17]",9.17
25,18,3668,20,"[25, 21, 20, 19, 18]",18.34
25,19,2751,15,"[25, 21, 20, 19]",13.76
25,20,1834,10,"[25, 21, 20]",9.17
25,21,917,5,"[25, 21]",4.58
25,22,917,5,"[25, 22]",4.58
25,23,1834,10,"[25, 24, 23]",9.17
25,24,917,5,"[25, 24]",4.58
25,26,917,5,"[25, 26]",4.58
25,27,1834,10,"[25, 24, 27]",9.17
25,28,917,5,"[25, 28]",4.58
25,29,917,5,"[25, 29]",4.58
25,30,1834,10,"[25, 29, 30]",9.17
25,31,1834,10,"[25, 28, 31]",9.17
25,32,1834,10,"[25, 29, 32]",9.17
25,33,1834,10,"[25, 29, 33]",9.17
25,34,2751,15,"[25, 29, 33, 34]",13.76
25,35,2751,15,"[25, 29, 32, 35]",13.76
25,36,2751,15,"[25, 29, 33, 36]",13.76
25,37,2751,15,"[25, 29, 33, 37]",13.76
26,0,7336,40,"[26, 22, 17, 16, 12, 8, 4, 1, 0]",36.68
26,1,6419,35,"[26, 22, 17, 16, 12, 8, 4, 1]",32.1
26,2,6419,35,"[26, 22, 17, 16, 12, 9, 5, 2]",32.1
26,3,6419,35,"[26, 22, 17, 16, 12, 8, 4, 3]",32.1
26,4,5502,30,"[26, 22, 17, 16, 12, 8, 4]",27.51
26,5,5502,30,"[26, 22, 17, 16, 12, 9, 5]",27.51
26,6,6419,35,"[26, 22, 17, 16, 12, 8, 7, 6]",32.1
26,7,5502,30,"[26, 22, 17, 16, 12, 8, 7]",27.51
26,8,4585,25,"[26, 22, 17, 16, 12, 8]",22.92
26,9,4585,25,"[26, 22, 17, 16, 12, 9]",22.92
26,10,5502,30,"[26, 22, 17, 16, 12, 11, 10]",27.51
26,11,4585,25,"[26, 22, 17, 16, 12, 11]",22.92
26,12,3668,20,"[26, 22, 17, 16, 12]",18.34
26,13,5502,30,"[26, 22, 17, 16, 15, 14, 13]",27.51
26,14,4585,25,"[26, 22, 17, 16, 15, 14]",22.92
26,15,3668,20,"[26, 22, 17, 16, 15]",18.34
26,16,2751,15,"[26, 22, 17, 16]",13.76
26,17,1834,10,"[26, 22, 17]",9.17
26,18,4585,25,"[26, 22, 21, 20, 19, 18]",22.92
26,19,3668,20,"[26, 22, 21, 20, 19]",18.34
26,20,2751,15,"[26, 22, 21, 20]",13.76
26,21,1834,10,"[26, 22, 21]",9.17
26,22,917,5,"[26, 22]",4.58
26,23,2751,15,"[26, 25, 24, 23]",13.76
26,24,1834,10,"[26, 25, 24]",9.17
26,25,917,5,"[26, 25]",4.58
26,27,2751,15,"[26, 25, 24, 27]",13.76
26,28,1834,10,"[26, 25, 28]",9.17
26,29,917,5,"[26, 29]",4.58
26,30,917,5,"[26, 30]",4.58
26,31,2751,15,"[26, 25, 28, 31]",13.76
26,32,1834,10,"[26, 29, 32]",9.17
26,33,1834,10,"[26, 30, 33]",9.17
26,34,1834,10,"[26, 30, 34]",9.17
26,35,2751,15,"[26, 29, 32, 35]",13.76
26,36,2751,15,"[26, 30, 33, 36]",13.76
26,37,2751,15,"[26, 30, 34, 37]",13.76
27,0,6419,35,"[27, 24, 20, 15, 11, 7, 3, 0]",32.1
27,1,6419,35,"[27, 24, 21, 16, 12, 8, 4, 1]",32.1
27,2,6419,35,"[27, 24, 21, 16, 12, 9, 5, 2]",32.1
27,3,5502,30,"[27, 24, 20, 15, 11, 7, 3]",27.51
27,4,5502,30,"[27, 24, 21, 16, 12, 8, 4]",27.51
27,5,5502,30,"[27, 24, 21, 16, 12, 9, 5]",27.51
27,6,4585,25,"[27, 23, 19, 14, 10, 6]",22.92
27,7,4585,25,"[27, 24, 20, 15, 11, 7]",22.92
27,8,4585,25,"[27, 24, 21, 16, 12, 8]",22.92
27,9,4585,25,"[27, 24, 21, 16, 12, 9]",22.92
27,10,3668,20,"[27, 23, 19, 14, 10]",18.34
27,11,3668,20,"[27, 24, 20, 15, 11]",18.34
27,12,3668,20,"[27, 24, 21, 16, 12]",18.34
27,13,3668,20,"[27, 23, 19, 14, 13]",18.34
27,14,2751,15,"[27, 23, 19, 14]",13.76
27,15,2751,15,"[27, 24, 20, 15]",13.76
27,16,2751,15,"[27, 24, 21, 16]",13.76
27,17,2751,15,"[27, 24, 21, 17]",13.76
27,18,2751,15,"[27, 23, 19, 18]",13.76
27,19,1834,10,"[27, 23, 19]",9.17
27,20,1834,10,"[27, 24, 20]",9.17
27,21,1834,10,"[27, 24, 21]",9.17
27,22,2751,15,"[27, 28, 25, 22]",13.76
27,23,917,5,"[27, 23]",4.58
27,24,917,5,"[27, 24]",4.58
27,25,1834,10,"[27, 28, 25]",9.17
27,26,2751,15,"[27, 28, 29, 26]",13.76
27,28,917,5,"[27, 28]",4.58
27,29,1834,10,"[27, 28, 29]",9.17
27,30,2751,15,"[27, 28, 29, 30]",13.76
27,31,917,5,"[27, 31]",4.58
27,32,1834,10,"[27, 31, 32]",9.17
27,33,2751,15,"[27, 31, 32, 33]",13.76
27,34,3668,20,"[27, 31, 32, 33, 34]",18.34
27,35,1834,10,"[27, 31, 35]",9.17
27,36,2751,15,"[27, 31, 35, 36]",13.76
27,37,3668,20,"[27, 31, 35, 36, 37]",18.34
28,0,6419,35,"[28, 24, 20, 15, 11, 7, 3, 0]",32.1
28,1,6419,35,"[28, 25, 21, 16, 12, 8, 4, 1]",32.1
28,2,6419,35,"[28, 25, 21, 16, 12, 9, 5, 2]",32.1
28,3,5502,30,"[28, 24, 20, 15, 11, 7, 3]",27.51
28,4,5502,30,"[28, 25, 21, 16, 12, 8, 4]",27.51
28,5,5502,30,"[28, 25, 21, 16, 12, 9, 5]",27.51
28,6,5502,30,"[28, 24, 20, 15, 11, 7, 6]",27.51
28,7,4585,25,"[28, 24, 20, 15, 11, 7]",22.92
28,8,4585,25,"[28, 25, 21, 16, 12, 8]",22.92
28,9,4585,25,"[28, 25, 21, 16, 12, 9]",22.92
28,10,4585,25,"[28, 24, 20, 15, 11, 10]",22.92
28,11,3668,20,"[28, 24, 20, 15, 11]",18.34
28,12,3668,20,"[28, 25, 21, 16, 12]",18.34
28,13,4585,25,"[28, 24, 20, 15, 14, 13]",22.92
28,14,3668,20,"[28, 24, 20, 15, 14]",18.34
28,15,2751,15,"[28, 24, 20, 15]",13.76
28,16,2751,15,"[28, 25, 21, 16]",13.76
28,17,2751,15,"[28, 25, 22, 17]",13.76
28,18,3668,20,"[28, 24, 20, 19, 18]",18.34
28,19,2751,15,"[28, 24, 20, 19]",13.76
28,20,1834,10,"[28, 24, 20]",9.17
28,21,1834,10,"[28, 25, 21]",9.17
28,22,1834,10,"[28, 25, 22]",9.17
28,23,1834,10,"[28, 24, 23]",9.17
28,24,917,5,"[28, 24]",4.58
28,25,917,5,"[28, 25]",4.58
28,26,1834,10,"[28, 29, 26]",9.17
28,27,917,5,"[28, 27]",4.58
28,29,917,5,"[28, 29]",4.58
28,30,1834,10,"[28, 29, 30]",9.17
28,31,917,5,"[28, 31]",4.58
28,32,917,5,"[28, 32]",4.58
28,33,1834,10,"[28, 32, 33]",9.17
28,34,2751,15,"[28, 32, 33, 34]",13.76
28,35,1834,10,"[28, 32, 35]",9.17
28,36,1834,10,"[28, 32, 36]",9.17
28,37,2751,15,"[28, 32, 36, 37]",13.76
29,0,7336,40,"[29, 25, 21, 16, 12, 8, 4, 1, 0]",36.68
29,1,6419,35,"[29, 25, 21, 16, 12, 8, 4, 1]",32.1
29,2,6419,35,"[29, 25, 21, 16, 12, 9, 5, 2]",32.1
29,3,6419,35,"[29, 25, 21, 16, 12, 8, 4, 3]",32.1
29,4,5502,30,"[29, 25, 21, 16, 12, 8, 4]",27.51
29,5,5502,30,"[29, 25, 21, 16, 12, 9, 5]",27.51
29,6,6419,35,"[29, 25, 21, 16, 12, 8, 7, 6]",32.1
29,7,5502,30,"[29, 25, 21, 16, 12, 8, 7]",27.51
29,8,4585,25,"[29, 25, 21, 16, 12, 8]",22.92
29,9,4585,25,"[29, 25, 21, 16, 12, 9]",22.92
29,10,5502,30,"[29, 25, 21, 16, 12, 11, 10]",27.51
29,11,4585,25,"[29, 25, 21, 16, 12, 11]",22.92
29,12,3668,20,"[29, 25, 21, 16, 12]",18.34
29,13,5502,30,"[29, 25, 21, 16, 15, 14, 13]",27.51
29,14,4585,25,"[29, 25, 21, 16, 15, 14]",22.92
29,15,3668,20,"[29, 25, 21, 16, 15]",18.34
29,16,2751,15,"[29, 25, 21, 16]",13.76
29,17,2751,15,"[29, 26, 22, 17]",13.76
29,18,4585,25,"[29, 25, 21, 20, 19, 18]",22.92
29,19,3668,20,"[29, 25, 21, 20, 19]",18.34
29,20,2751,15,"[29, 25, 21, 20]",13.76
29,21,1834,10,"[29, 25, 21]",9.17
29,22,1834,10,"[29, 26, 22]",9.17
29,23,2751,15,"[29, 25, 24, 23]",13.76
29,24,1834,10,"[29, 25, 24]",9.17
29,25,917,5,"[29, 25]",4.58
29,26,917,5,"[29, 26]",4.58
29,27,1834,10,"[29, 28, 27]",9.17
29,28,917,5,"[29, 28]",4.58
29,30,917,5,"[29, 30]",4.58
29,31,1834,10,"[29, 28, 31]",9.17
29,32,917,5,"[29, 32]",4.58
29,33,917,5,"[29, 33]",4.58
29,34,1834,10,"[29, 33, 34]",9.17
29,35,1834,10,"[29, 32, 35]",9.17
29,36,1834,10,"[29, 33, 36]",9.17
29,37,1834,10,"[29, 33, 37]",9.17
30,0,8253,45,"[30, 26, 22, 17, 16, 12, 8, 4, 1, 0]",41.26
30,1,7336,40,"[30, 26, 22, 17, 16, 12, 8, 4, 1]",36.68
30,2,7336,40,"[30, 26, 22, 17, 16, 12, 9, 5, 2]",36.68
30,3,7336,40,"[30, 26, 22, 17, 16, 12, 8, 4, 3]",36.68
30,4,6419,35,"[30, 26, 22, 17, 16, 12, 8, 4]",32.1
30,5,6419,35,"[30, 26, 22, 17, 16, 12, 9, 5]",32.1
30,6,7336,40,"[30, 26, 22, 17, 16, 12, 8, 7, 6]",36.68
30,7,6419,35,"[30, 26, 22, 17, 16, 12, 8, 7]",32.1
30,8,5502,30,"[30, 26, 22, 17, 16, 12, 8]",27.51
30,9,5502,30,"[30, 26, 22, 17, 16, 12, 9]",27.51
30,10,6419,35,"[30, 26, 22, 17, 16, 12, 11, 10]",32.1
30,11,5502,30,"[30, 26, 22, 17, 16, 12, 11]",27.51
30,12,4585,25,"[30, 26, 22, 17, 16, 12]",22.92
30,13,6419,35,"[30, 26, 22, 17, 16, 15, 14, 13]",32.1
30,14,5502,30,"[30, 26, 22, 17, 16, 15, 14]",27.51
30,15,4585,25,"[30, 26, 22, 17, 16, 15]",22.92
30,16,3668,20,"[30, 26, 22, 17, 16]",18.34
30,17,2751,15,"[30, 26, 22, 17]",13.76
30,18,5502,30,"[30, 26, 22, 21, 20, 19, 18]",27.51
30,19,4585,25,"[30, 26, 22, 21, 20, 19]",22.92
30,20,3668,20,"[30, 26, 22, 21, 20]",18.34
30,21,2751,15,"[30, 26, 22, 21]",13.76
30,22,1834,10,"[30, 26, 22]",9.17
30,23,3668,20,"[30, 26, 25, 24, 23]",18.34
30,24,2751,15,"[30, 26, 25, 24]",13.76
30,25,1834,10,"[30, 26, 25]",9.17
30,26,917,5,"[30, 26]",4.58
30,27,2751,15,"[30, 29, 28, 27]",13.76
30,28,1834,10,"[30, 29, 28]",9.17
30,29,917,5,"[30, 29]",4.58
30,31,2751,15,"[30, 29, 28, 31]",13.76
30,32,1834,10,"[30, 29, 32]",9.17
30,33,917,5,"[30, 33]",4.58
30,34,917,5,"[30, 34]",4.58
30,35,2751,15,"[30, 29, 32, 35]",13.76
30,36,1834,10,"[30, 33, 36]",9.17
30,37,1834,10,"[30, 34, 37]",9.17
31,0,7336,40,"[31, 28, 24, 20, 15, 11, 7, 3, 0]",36.68
31,1,7336,40,"[31, 28, 25, 21, 16, 12, 8, 4, 1]",36.68
31,2,7336,40,"[31, 28, 25, 21, 16, 12, 9, 5, 2]",36.68
31,3,6419,35,"[31, 28, 24, 20, 15, 11, 7, 3]",32.1
31,4,6419,35,"[31, 28, 25, 21, 16, 12, 8, 4]",32.1
31,5,6419,35,"[31, 28, 25, 21, 16, 12, 9, 5]",32.1
31,6,5502,30,"[31, 27, 23, 19, 14, 10, 6]",27.51
31,7,5502,30,"[31, 28, 24, 20, 15, 11, 7]",27.51
31,8,5502,30,"[31, 28, 25, 21, 16, 12, 8]",27.51
31,9,5502,30,"[31, 28, 25, 21, 16, 12, 9]",27.51
31,10,4585,25,"[31, 27, 23, 19, 14, 10]",22.92
31,11,4585,25,"[31, 28, 24, 20, 15, 11]",22.92
31,12,4585,25,"[31, 28, 25, 21, 16, 12]",22.92
31,13,4585,25,"[31, 27, 23, 19, 14, 13]",22.92
31,14,3668,20,"[31, 27, 23, 19, 14]",18.34
31,15,3668,20,"[31, 28, 24, 20, 15]",18.34
31,16,3668,20,"[31, 28, 25, 21, 16]",18.34
31,17,3668,20,"[31, 28, 25, 22, 17]",18.34
31,18,3668,20,"[31, 27, 23, 19, 18]",18.34
31,19,2751,15,"[31, 27, 23, 19]",13.76
31,20,2751,15,"[31, 28, 24, 20]",13.76
31,21,2751,15,"[31, 28, 25, 21]",13.76
31,22,2751,15,"[31, 28, 25, 22]",13.76
31,23,1834,10,"[31, 27, 23]",9.17
31,24,1834,10,"[31, 28, 24]",9.17
31,25,1834,10,"[31, 28, 25]",9.17
31,26,2751,15,"[31, 32, 29, 26]",13.76
31,27,917,5,"[31, 27]",4.58
31,28,917,5,"[31, 28]",4.58
31,29,1834,10,"[31, 32, 29]",9.17
31,30,2751,15,"[31, 32, 33, 30]",13.76
31,32,917,5,"[31, 32]",4.58
31,33,1834,10,"[31, 32, 33]",9.17
31,34,2751,15,"[31, 32, 33, 34]",13.76
31,35,917,5,"[31, 35]",4.58
31,36,1834,10,"[31, 35, 36]",9.17
31,37,2751,15,"[31, 35, 36, 37]",13.76
32,0,7336,40,"[32, 28, 24, 20, 15, 11, 7, 3, 0]",36.68
32,1,7336,40,"[32, 29, 25, 21, 16, 12, 8, 4, 1]",36.68
32,2,7336,40,"[32, 29, 25, 21, 16, 12, 9, 5, 2]",36.68
32,3,6419,35,"[32, 28, 24, 20, 15, 11, 7, 3]",32.1
32,4,6419,35,"[32, 29, 25, 21, 16, 12, 8, 4]",32.1
32,5,6419,35,"[32, 29, 25, 21, 16, 12, 9, 5]",32.1
32,6,6419,35,"[32, 28, 24, 20, 15, 11, 7, 6]",32.1
32,7,5502,30,"[32, 28, 24, 20, 15, 11, 7]",27.51
32,8,5502,30,"[32, 29, 25, 21, 16, 12, 8]",27.51
32,9,5502,30,"[32, 29, 25, 21, 16, 12, 9]",27.51
32,10,5502,30,"[32, 28, 24, 20, 15, 11, 10]",27.51
32,11,4585,25,"[32, 28, 24, 20, 15, 11]",22.92
32,12,4585,25,"[32, 29, 25, 21, 16, 12]",22.92
32,13,5502,30,"[32, 28, 24, 20, 15, 14, 13]",27.51
32,14,4585,25,"[32, 28, 24, 20, 15, 14]",22.92
32,15,3668,20,"[32, 28, 24, 20, 15]",18.34
32,16,3668,20,"[32, 29, 25, 21, 16]",18.34
